found_in,star_id,ra,dec,mag,peak,snr,tile,missing_jwst,missing_hst,in_jwst_fp,in_hst_fp,missing_euclid,in_euclid_fp,in_jwst_pix,in_hst_pix,real_orphan,in_common_v5,sharpness
JWST F115W,F115W_A5_0369090,150.3154479621287,2.0366761363409847,-4.159331798553467,4.3265061378479,143.5296630859375,A5,False,True,False,True,False,True,False,True,True,True,0.6942085027694702
Euclid VIS,VIS_101544257_1221787,150.10591564074363,2.333066761867705,-0.6344209909439087,0.17898547649383545,143.51010131835938,101544257,True,True,True,True,False,False,True,True,True,True,0.6799496412277222
Euclid VIS,VIS_101544258_1257774,150.4211098290592,2.224468699870623,-0.8792561292648315,0.19924287497997284,143.3338165283203,101544258,True,True,True,True,False,False,True,True,True,True,0.6257713437080383
JWST F115W,F115W_A3_0229919,150.14785006391224,2.086266716485886,-4.043020725250244,4.156953811645508,143.17115783691406,A3,False,True,False,True,False,True,True,True,True,True,0.6476479172706604
Euclid VIS,VIS_101544257_1201020,150.14405925362155,2.1920745896287985,-0.6091898679733276,0.1785264015197754,143.1420135498047,101544257,False,True,True,True,False,False,True,True,True,True,0.6688824892044067
Euclid VIS,VIS_101545697_1535533,150.22960901449324,2.3947826253329616,-1.7288498878479004,0.20521442592144012,143.0814208984375,101545697,True,True,True,True,False,False,True,True,True,True,0.6675124168395996
JWST F115W,F115W_A1_0054784,149.79487720324462,2.2840916175012693,-4.272582054138184,4.035039901733398,143.025634765625,A1,False,True,False,True,True,True,True,True,True,True,0.6263846158981323
JWST F115W,F115W_B8_1155875,150.1857010964399,2.3752616914676534,-4.346895694732666,4.128818035125732,143.02256774902344,B8,False,True,False,True,False,True,False,True,True,True,0.6951490640640259
JWST F115W,F115W_A8_0566291,150.05439333233488,2.00048179693438,-4.970911026000977,4.253556728363037,142.9207763671875,A8,False,True,False,True,True,True,False,True,True,True,0.6473185420036316
JWST F115W,F115W_A3_0269946,150.10022311471738,2.1746138309769356,-3.659069061279297,4.148423194885254,142.87734985351562,A3,False,True,False,True,False,True,True,True,True,True,0.6623939871788025
JWST F115W,F115W_A10_0118297,150.33244017201162,1.9212946260168537,-4.791152000427246,4.223797798156738,142.80833435058594,A10,False,True,False,True,True,True,True,True,True,True,0.5856336951255798
Euclid VIS,VIS_101542818_0932470,150.43118120628554,2.0601827963451793,-0.6361606121063232,0.2183789163827896,142.7105255126953,101542818,True,True,True,True,False,False,True,True,True,True,0.6722325682640076
Euclid VIS,VIS_101545697_1555772,150.12485201857226,2.5564312102738493,-0.8719900846481323,0.20467427372932434,142.70480346679688,101545697,False,True,True,True,False,False,True,True,True,True,0.6663658022880554
JWST F115W,F115W_A6_0419397,149.8342742779563,1.9952073217549235,-3.5805225372314453,4.206254005432129,142.60440063476562,A6,False,True,False,True,False,True,True,True,True,True,0.6640703082084656
Euclid VIS,VIS_101542818_0857969,150.34144904717508,1.8643986682839704,-1.022693157196045,0.21816544234752655,142.57101440429688,101542818,False,True,True,True,False,False,True,True,True,True,0.631208062171936
JWST F115W,F115W_B4_0906610,150.43011053155843,2.433203113608913,-4.2053985595703125,4.215699672698975,142.30865478515625,B4,False,True,False,True,False,True,True,True,True,True,0.6772589087486267
Euclid VIS,VIS_101542817_0828680,150.10186817019067,1.922802632974135,-0.8221734762191772,0.19355103373527527,142.2986602783203,101542817,True,True,True,True,False,False,True,True,True,True,0.6391899585723877
JWST F115W,F115W_A1_0038249,149.8936593398674,2.192600794264574,-3.8795077800750732,4.010817527770996,142.16705322265625,A1,False,True,False,True,False,True,True,True,True,True,0.6861726641654968
Euclid VIS,VIS_101544256_1161830,149.98107607004235,2.319849418037656,-0.6778429746627808,0.16122643649578094,142.14889526367188,101544256,True,True,True,True,False,False,False,True,True,True,0.6366692781448364
JWST F115W,F115W_B10_0701954,150.37337196131477,2.1213461479061118,-4.007352352142334,4.320243835449219,142.11837768554688,B10,False,True,False,True,False,True,True,True,True,True,0.6820008754730225
Euclid VIS,VIS_101544257_1219212,150.22055151839453,2.3161744205194204,-1.2305247783660889,0.1772114336490631,142.08767700195312,101544257,True,True,True,True,False,False,True,True,True,True,0.6039698123931885
Euclid VIS,VIS_101544257_1223092,150.058974317833,2.3415585202947566,-0.584665060043335,0.1771862506866455,142.06748962402344,101544257,True,True,True,True,False,False,True,True,True,True,0.6567773222923279
JWST F115W,F115W_B2_0757044,150.13280610760398,2.419954130327459,-4.200831413269043,4.2358808517456055,142.0089874267578,B2,False,True,False,True,False,True,True,True,True,True,0.6617256999015808
JWST F115W,F115W_B3_0847614,150.3145211170262,2.483015995344492,-4.929566860198975,4.193723678588867,142.0073699951172,B3,False,True,False,True,True,True,True,True,True,True,0.6550896167755127
JWST F115W,F115W_A2_0189127,149.94648962463043,2.238156430086677,-3.9458868503570557,4.190215587615967,141.92967224121094,A2,False,True,False,True,True,True,True,True,True,True,0.6823660135269165
Euclid VIS,VIS_101545697_1545851,150.25649905524602,2.477719610632617,-0.8322378396987915,0.2034207135438919,141.83079528808594,101545697,True,True,True,True,False,False,True,True,True,True,0.6843680739402771
JWST F115W,F115W_A1_0002673,149.77448303848428,2.125033283988641,-3.459595203399658,3.9995534420013428,141.76779174804688,A1,False,True,False,True,False,True,True,True,True,True,0.6554582118988037
Euclid VIS,VIS_101544256_1165636,149.9247251088368,2.336648310312294,-0.460356742143631,0.16067743301391602,141.66485595703125,101544256,True,True,True,True,False,False,True,True,True,True,0.6185047626495361
Euclid VIS,VIS_101542816_0781201,149.7657545910145,2.0650624602402505,-0.9520575404167175,0.20109066367149353,141.65609741210938,101542816,False,True,True,True,False,False,True,True,True,True,0.683376133441925
JWST F115W,F115W_A1_0002573,149.8542087180407,2.095886406096768,-3.386202096939087,3.995907783508301,141.63856506347656,A1,False,True,False,True,False,True,True,True,True,True,0.6863114237785339
Euclid VIS,VIS_101544256_1159564,149.89006962933465,2.3074025874832658,-0.17077231407165527,0.16059446334838867,141.59170532226562,101544256,True,True,True,True,False,False,False,True,True,True,0.6979352831840515
JWST F115W,F115W_B3_0824340,150.1903824126568,2.4463821384234348,-4.593090534210205,4.176485538482666,141.42364501953125,B3,False,True,False,True,False,True,False,True,True,True,0.6027295589447021
JWST F115W,F115W_A7_0512217,149.95466339732107,2.0603455002799467,-3.9385910034179688,4.180858612060547,141.33055114746094,A7,False,True,False,True,False,True,True,True,True,True,0.6586923599243164
JWST F115W,F115W_B3_0819885,150.1446502864598,2.4484956231215094,-4.25117301940918,4.17274284362793,141.29690551757812,B3,False,True,False,True,False,True,True,True,True,True,0.6467393636703491
Euclid VIS,VIS_101542818_0940031,150.3358767137354,2.113390586913151,-1.2522138357162476,0.2161587029695511,141.25961303710938,101542818,True,True,True,True,False,False,True,True,True,True,0.630668044090271
JWST F115W,F115W_A9_0616646,150.1074732694237,1.9396348297782307,-4.426231384277344,4.171290874481201,141.21421813964844,A9,False,True,False,True,False,True,True,True,True,True,0.5900558233261108
JWST F115W,F115W_B10_0717817,150.4296504343438,2.2026386144093273,-4.225491523742676,4.288708209991455,141.0809783935547,B10,False,True,False,True,True,True,True,True,True,True,0.6630053520202637
JWST F115W,F115W_A2_0131360,149.99313928310062,2.060105151392279,-4.1667351722717285,4.164861679077148,141.07089233398438,A2,False,True,False,True,False,True,True,True,True,True,0.6334159970283508
Euclid VIS,VIS_101545696_1461017,149.8767319723595,2.4220349276479416,-1.1046863794326782,0.19686667621135712,141.03167724609375,101545696,False,True,True,True,False,False,True,True,True,True,0.5566920638084412
Euclid VIS,VIS_101544257_1192189,150.1872898154234,2.136539678675614,-1.0774598121643066,0.17566223442554474,140.8455352783203,101544257,True,True,True,True,False,False,True,True,True,True,0.6438516974449158
JWST F115W,F115W_B3_0847560,150.314306092245,2.4829194692410193,-4.914455890655518,4.1592912673950195,140.84141540527344,B3,False,True,False,True,True,True,True,True,True,True,0.5977228283882141
JWST F115W,F115W_B1_0679255,150.00991293947632,2.589408002911329,-4.9329094886779785,4.207653045654297,140.77203369140625,B1,False,True,False,True,True,True,True,True,True,True,0.6092500686645508
JWST F115W,F115W_A3_0280471,150.14400325771902,2.2018112021007026,-4.058136940002441,4.086945533752441,140.75997924804688,A3,False,True,False,True,False,True,True,True,True,True,0.6369298100471497
JWST F115W,F115W_B8_1120475,150.21916557681513,2.2322605848138943,-4.021981239318848,4.063294410705566,140.75282287597656,B8,False,True,False,True,False,True,True,True,True,True,0.6496063470840454
Euclid VIS,VIS_101544257_1230353,150.10249893760104,2.3900268034162386,-0.8499777317047119,0.17551016807556152,140.72360229492188,101544257,False,True,True,True,False,False,True,True,True,True,0.6408616900444031
Euclid VIS,VIS_101542818_0910535,150.35869233880527,2.006849765076292,-1.0360685586929321,0.21530741453170776,140.7032928466797,101542818,False,True,True,True,False,False,True,True,True,True,0.6711936593055725
JWST F115W,F115W_B9_1180561,150.3117380983578,2.1824861802933158,-4.297271728515625,4.1092729568481445,140.65487670898438,B9,False,True,False,True,False,True,False,True,True,True,0.6154239177703857
JWST F115W,F115W_B1_0677139,149.94236410788938,2.597279992772117,-4.542182922363281,4.203542232513428,140.63450622558594,B1,False,True,False,True,False,True,True,True,True,True,0.594889223575592
Euclid VIS,VIS_101545698_1591952,150.2731444087117,2.5527049080744466,-1.0664911270141602,0.2242317944765091,140.5507049560547,101545698,True,True,True,True,False,False,True,True,True,True,0.6682714819908142
Euclid VIS,VIS_101545697_1545608,150.15834618441045,2.4757233844472415,-0.5725567936897278,0.2015525847673416,140.5282745361328,101545697,False,True,True,True,False,False,True,True,True,True,0.6958801746368408
Euclid VIS,VIS_101545698_1571790,150.33427399267677,2.3944187846336606,-1.567602276802063,0.22414885461330414,140.49871826171875,101545698,False,True,True,True,False,False,False,True,True,True,0.6678768992424011
Euclid VIS,VIS_101544258_1269332,150.31351971726124,2.3061859171201307,-1.6559937000274658,0.19530068337917328,140.49783325195312,101544258,False,True,True,True,False,False,False,True,True,True,0.6779694557189941
JWST F115W,F115W_B2_0760424,150.07560801958437,2.459475332523879,-4.538708209991455,4.190622329711914,140.49168395996094,B2,False,True,False,True,False,True,True,True,True,True,0.6339777708053589
Euclid VIS,VIS_101544257_1208864,150.1222314475992,2.2434885542485703,-0.9630028009414673,0.17515167593955994,140.43617248535156,101544257,False,True,True,True,False,False,False,True,True,True,0.6397494077682495
JWST F115W,F115W_B1_0693291,150.0132314834731,2.6501938050635485,-4.185660362243652,4.1968231201171875,140.4097137451172,B1,False,True,False,True,False,True,True,True,True,True,0.6857022047042847
Euclid VIS,VIS_101544257_1198880,150.214064161947,2.1781489297474077,-0.14011827111244202,0.17510643601417542,140.39990234375,101544257,False,True,True,True,False,False,True,True,True,True,0.6915951371192932
JWST F115W,F115W_A9_0597422,150.18014935554763,1.8383105479358697,-4.075074195861816,4.144410133361816,140.30419921875,A9,False,True,False,True,False,True,True,True,True,True,0.6563774943351746
Euclid VIS,VIS_101544257_1193849,150.01997278380298,2.1482815763084484,-0.5630059242248535,0.17490427196025848,140.23780822753906,101544257,True,True,True,True,False,False,True,True,True,True,0.6649376153945923
JWST F115W,F115W_A1_0014646,149.86890042655364,2.1301644570985214,-4.335480213165283,3.953357219696045,140.1303253173828,A1,False,True,False,True,False,True,True,True,True,True,0.6316480040550232
JWST F115W,F115W_A3_0272490,150.05270146107753,2.2081318519807382,-4.861403465270996,4.067574977874756,140.09283447265625,A3,False,True,False,True,True,True,True,True,True,True,0.6190885305404663
JWST F115W,F115W_B8_1161241,150.21763743343138,2.375105996041701,-4.118197441101074,4.042124271392822,140.0194854736328,B8,False,True,False,True,False,True,True,True,True,True,0.6499007940292358
Euclid VIS,VIS_101542818_0879707,150.19279731264135,1.9232354477529465,-0.9256317615509033,0.21403950452804565,139.87472534179688,101542818,True,True,True,True,False,False,True,True,True,True,0.6245990991592407
JWST F115W,F115W_A10_0118223,150.3320126316126,1.9213320828674718,-4.968901634216309,4.136914253234863,139.87075805664062,A10,False,True,False,True,True,True,True,True,True,True,0.6337472200393677
Euclid VIS,VIS_101545698_1581158,150.32061302575167,2.4669812616225104,-1.2942301034927368,0.2231159657239914,139.85130310058594,101545698,True,True,True,True,False,False,False,True,True,True,0.6321596503257751
Euclid VIS,VIS_101545697_1541531,150.24484441866068,2.442229910427435,-0.8398557901382446,0.2004777491092682,139.77886962890625,101545697,True,True,True,True,False,False,True,True,True,True,0.6273965835571289
Euclid VIS,VIS_101545696_1467175,149.99764841749845,2.4536545269610905,-0.9657517671585083,0.1951117068529129,139.77444458007812,101545696,True,True,True,True,False,False,True,True,True,True,0.6382776498794556
Euclid VIS,VIS_101544257_1227319,150.0552115392554,2.3694034341044157,-0.3031012713909149,0.17432314157485962,139.7718505859375,101544257,True,True,True,True,False,False,True,True,True,True,0.6952337622642517
JWST F115W,F115W_B1_0685326,149.9802828761392,2.6218000329568754,-4.420950889587402,4.176371097564697,139.7254638671875,B1,False,True,False,True,False,True,True,True,True,True,0.6147820949554443
Euclid VIS,VIS_101542818_0941826,150.38354202600988,2.1281347681347906,-0.8164138793945312,0.21370355784893036,139.65518188476562,101542818,False,True,True,True,False,False,False,True,True,True,0.6937928199768066
Euclid VIS,VIS_101544257_1224706,150.1180935423044,2.3524654837876153,-0.9685046672821045,0.17404378950595856,139.54786682128906,101544257,False,True,True,True,False,False,True,True,True,True,0.6205414533615112
Euclid VIS,VIS_101542816_0782024,149.87611076062092,2.072705194579499,-1.3171457052230835,0.19796165823936462,139.451904296875,101542816,False,True,True,True,False,False,False,True,True,True,0.6415167450904846
JWST F115W,F115W_B1_0643162,149.95195228213774,2.4758724393012277,-4.3663811683654785,4.168188095092773,139.45169067382812,B1,False,True,False,True,False,True,True,True,True,True,0.6232888102531433
JWST F115W,F115W_B4_0916473,150.33111274450232,2.510088195297344,-3.994889497756958,4.130716323852539,139.43988037109375,B4,False,True,False,True,False,True,True,True,True,True,0.6549546718597412
Euclid VIS,VIS_101545698_1579729,150.3218431690283,2.4560630235800205,-0.697663426399231,0.22235827147960663,139.37637329101562,101545698,False,True,True,True,False,False,False,True,True,True,0.6825404167175293
JWST F115W,F115W_A5_0353390,150.30177907311065,1.9627169996006975,-4.42280387878418,4.200986862182617,139.36561584472656,A5,False,True,False,True,False,True,False,True,True,True,0.6208795309066772
Euclid VIS,VIS_101544258_1277109,150.21448211717382,2.3637711947609823,-0.5922642946243286,0.1936178356409073,139.28720092773438,101544258,True,True,True,True,False,False,False,True,True,True,0.6962839961051941
JWST F115W,F115W_A3_0237093,150.11481951559026,2.113954211061463,-4.304818153381348,4.04051399230957,139.1608123779297,A3,False,True,False,True,False,True,True,True,True,True,0.665780782699585
JWST F115W,F115W_A9_0616848,150.13266757030647,1.9327548372701084,-4.775163650512695,4.108700275421143,139.09527587890625,A9,False,True,False,True,True,True,False,True,True,True,0.6760748624801636
Euclid VIS,VIS_101544257_1199217,150.1001641852216,2.1805776996427526,-0.5204511880874634,0.17346136271953583,139.0808868408203,101544257,True,True,True,True,False,False,True,True,True,True,0.6344239711761475
Euclid VIS,VIS_101544256_1139099,149.75979761499195,2.1803073681343883,-0.5046048164367676,0.15774604678153992,139.08033752441406,101544256,False,True,True,True,False,False,True,True,True,True,0.6422023773193359
JWST F115W,F115W_B2_0776596,150.1065886958492,2.516661831699136,-4.080334663391113,4.148284435272217,139.07229614257812,B2,False,True,False,True,False,True,True,True,True,True,0.6325493454933167
Euclid VIS,VIS_101545696_1473155,149.98729410993738,2.474693938359024,-0.5000619888305664,0.19411657750606537,139.06155395507812,101545696,True,True,True,True,False,False,True,True,True,True,0.6737143993377686
JWST F115W,F115W_A6_0418326,149.82975656300917,1.9947344336910315,-4.086528778076172,4.100458145141602,139.01760864257812,A6,False,True,False,True,False,True,True,True,True,True,0.6594816446304321
Euclid VIS,VIS_101545698_1569277,150.40819413871097,2.373434076836327,-0.8252910375595093,0.2217574417591095,138.999755859375,101545698,True,True,True,True,False,False,True,True,True,True,0.6547082662582397
Euclid VIS,VIS_101544257_1227310,150.17818594195552,2.369316559045909,-0.678442656993866,0.17335300147533417,138.99400329589844,101544257,True,True,True,True,False,False,False,True,True,True,0.6496912837028503
JWST F115W,F115W_A2_0124868,149.89163242843028,2.0809109404741486,-4.0836663246154785,4.103464603424072,138.99127197265625,A2,False,True,False,True,False,True,True,True,True,True,0.6686422824859619
Euclid VIS,VIS_101542819_0951040,150.43605693062722,2.0812399988408354,-1.6576032638549805,0.45038196444511414,138.94094848632812,101542819,True,True,True,True,False,False,True,True,True,True,0.6464753746986389
JWST F115W,F115W_A9_0621503,150.2436115772426,1.910224033934374,-4.608447074890137,4.10358190536499,138.9219970703125,A9,False,True,False,True,False,True,True,True,True,True,0.5689590573310852
Euclid VIS,VIS_101542815_0711262,149.7017779398904,1.9801067007785604,-1.7930148839950562,0.3015782833099365,138.8285369873047,101542815,False,True,True,True,False,False,True,True,True,True,0.6695010662078857
Euclid VIS,VIS_101547136_1901500,150.02942443578434,2.6519172991162203,-0.994439959526062,0.2673533260822296,138.77151489257812,101547136,False,True,True,True,False,False,True,True,True,True,0.6804615259170532
JWST F115W,F115W_B2_0805295,150.11934576524962,2.620025967056838,-4.301872730255127,4.1392903327941895,138.77076721191406,B2,False,True,False,True,False,True,True,True,True,True,0.5976845026016235
Euclid VIS,VIS_101544257_1210153,150.146131399151,2.2527096406891793,-0.7377389669418335,0.1730652004480362,138.76324462890625,101544257,False,True,True,True,False,False,True,True,True,True,0.6287036538124084
Euclid VIS,VIS_101544258_1277635,150.22878808086546,2.3677540130765578,-1.1304638385772705,0.19282765686511993,138.71875,101544258,True,True,True,True,False,False,True,True,True,True,0.6201108694076538
JWST F115W,F115W_A8_0557130,150.05459212746112,1.9662535683651376,-4.393826484680176,4.128036975860596,138.70327758789062,A8,False,True,False,True,False,True,True,True,True,True,0.5749600529670715
JWST F115W,F115W_A8_0542971,150.09202445688004,1.8994994550440376,-4.02956485748291,4.124514102935791,138.58489990234375,A8,False,True,False,True,False,True,True,True,True,True,0.6778286099433899
JWST F115W,F115W_B8_1147622,150.1333276594776,2.3556189670484775,-4.058838844299316,3.9977002143859863,138.4806365966797,B8,False,True,False,True,False,True,False,True,True,True,0.6964855194091797
JWST F115W,F115W_A5_0384290,150.35757249393677,2.0884245656088343,-4.027693748474121,4.173766136169434,138.46258544921875,A5,False,True,False,True,False,True,True,True,True,True,0.6694517731666565
JWST F115W,F115W_B2_0760034,150.10779777760933,2.4423089018815314,-3.521418571472168,4.127097129821777,138.3619842529297,B2,False,True,False,True,False,True,True,True,True,True,0.6737604141235352
JWST F115W,F115W_A2_0127420,149.9795270297864,2.056531714404273,-3.9768319129943848,4.084428787231445,138.34649658203125,A2,False,True,False,True,False,True,True,True,True,True,0.6597471237182617
JWST F115W,F115W_B4_0907735,150.31470565775507,2.4827802761057334,-4.99384880065918,4.095672607421875,138.25692749023438,B4,False,True,False,True,True,True,True,True,True,True,0.6986622214317322
Euclid VIS,VIS_101542817_0848640,150.0337999231522,2.0856140495924333,-0.8469459414482117,0.187996506690979,138.2149658203125,101542817,False,True,True,True,False,False,False,True,True,True,0.6701393723487854
JWST F115W,F115W_B5_0969298,150.47741382599582,2.457316466618346,-4.187593936920166,4.242982387542725,138.18222045898438,B5,False,True,False,True,False,True,False,True,True,True,0.6501569747924805
JWST F115W,F115W_A8_0563850,150.0509685052299,1.989342542875343,-4.949968338012695,4.111293792724609,138.1407012939453,A8,False,True,False,True,True,True,False,True,True,True,0.6797712445259094
Euclid VIS,VIS_101544258_1262780,150.42516816816763,2.264581712514322,-0.787261962890625,0.1920221596956253,138.1392822265625,101544258,False,True,True,True,False,False,True,True,True,True,0.6122232675552368
Euclid VIS,VIS_101545698_1584225,150.22469085773008,2.4920304021905477,-1.0575605630874634,0.22033454477787018,138.10787963867188,101545698,True,True,True,True,False,False,True,True,True,True,0.6297826170921326
JWST F115W,F115W_A3_0213451,150.07511631889238,2.0491076075987786,-4.095355033874512,4.007672309875488,138.02969360351562,A3,False,True,False,True,False,True,False,True,True,True,0.646468460559845
Euclid VIS,VIS_101544256_1165499,149.87864982334892,2.3361662138416524,-0.3899165987968445,0.15653018653392792,138.0083465576172,101544256,False,True,True,True,False,False,True,True,True,True,0.6332326531410217
Euclid VIS,VIS_101544258_1265091,150.32313014676404,2.281179376339602,-0.6096200942993164,0.19165873527526855,137.87783813476562,101544258,True,True,True,True,False,False,True,True,True,True,0.637154221534729
Euclid VIS,VIS_101545698_1577124,150.50163805060154,2.434383656723823,-0.8736163973808289,0.21995551884174347,137.87030029296875,101545698,False,True,True,True,False,False,True,True,True,True,0.6573639512062073
JWST F115W,F115W_A10_0114837,150.27990927789918,1.9329251778906904,-4.245467662811279,4.075743198394775,137.8025360107422,A10,False,True,False,True,False,True,False,True,True,True,0.6080103516578674
Euclid VIS,VIS_101544258_1254438,150.35770009350625,2.1996815462851447,-1.3696576356887817,0.19154836237430573,137.79843139648438,101544258,False,True,True,True,False,False,True,True,True,True,0.6199348568916321
Euclid VIS,VIS_101545697_1565426,149.97951943766964,2.6260996716490155,-0.6437391042709351,0.1975661963224411,137.7488555908203,101545697,False,True,True,True,False,False,True,True,True,True,0.6693220734596252
Euclid VIS,VIS_101542817_0841415,150.19730202079452,2.0278756520473644,-0.7853677272796631,0.1873343586921692,137.7281494140625,101542817,True,True,True,True,False,False,False,True,True,True,0.6168485879898071
JWST F115W,F115W_A6_0415475,149.70519711305087,2.0211946103840703,-4.357548713684082,4.055505752563477,137.49359130859375,A6,False,True,False,True,False,True,True,True,True,True,0.6000382900238037
JWST F115W,F115W_B9_1194303,150.29518372228316,2.2404215055681065,-4.205748081207275,4.01546573638916,137.44398498535156,B9,False,True,False,True,False,True,True,True,True,True,0.6789999604225159
JWST F115W,F115W_B9_1195822,150.30691840451948,2.2382660296086936,-4.922298908233643,4.0127668380737305,137.3516082763672,B9,False,True,False,True,False,True,True,True,True,True,0.5927748680114746
JWST F115W,F115W_B6_1033109,149.87992628521704,2.4941559501748047,-4.471157550811768,4.089893341064453,137.29762268066406,B6,False,True,False,True,False,True,True,True,True,True,0.6481273174285889
Euclid VIS,VIS_101542818_0863242,150.30192729813484,1.8830868476272544,-1.1067291498184204,0.20996969938278198,137.21510314941406,101542818,True,True,True,True,False,False,True,True,True,True,0.587369441986084
Euclid VIS,VIS_101545697_1563575,150.1140624041224,2.613861584027819,-1.3436938524246216,0.19679979979991913,137.21449279785156,101545697,False,True,True,True,False,False,True,True,True,True,0.5838487148284912
JWST F115W,F115W_A4_0314887,150.30811950836278,2.0412896917948204,-4.279955863952637,4.050923824310303,137.20498657226562,A4,False,True,False,True,False,True,True,True,True,True,0.5798959732055664
JWST F115W,F115W_A9_0630742,150.1592070010974,1.979175303015043,-4.181678771972656,4.05027961730957,137.11752319335938,A9,False,True,False,True,False,True,False,True,True,True,0.5947237014770508
Euclid VIS,VIS_101542818_0940965,150.3820102299086,2.1208373972228163,-0.8445703387260437,0.2098129689693451,137.11268615722656,101542818,True,True,True,True,False,False,True,True,True,True,0.6739411354064941
JWST F115W,F115W_A3_0211334,150.12544694324168,2.01408988646625,-3.6799278259277344,3.9780595302581787,137.00979614257812,A3,False,True,False,True,False,True,True,True,True,True,0.620759904384613
Euclid VIS,VIS_101545696_1480459,149.9939665711027,2.4972706850723094,-0.7093543410301208,0.19122566282749176,136.9905548095703,101545696,True,True,True,True,False,False,True,True,True,True,0.6394002437591553
Euclid VIS,VIS_101544258_1257225,150.4259266711926,2.2200745718423813,-0.624081015586853,0.19030000269412994,136.90037536621094,101544258,False,True,True,True,False,False,True,True,True,True,0.6901305317878723
JWST F115W,F115W_A9_0615926,150.1321046558918,1.9257067593923471,-4.17459774017334,4.043803691864014,136.89828491210938,A9,False,True,False,True,False,True,False,True,True,True,0.6193232536315918
JWST F115W,F115W_A9_0617340,150.14842042296473,1.9292376574573307,-4.391568183898926,4.04074239730835,136.79464721679688,A9,False,True,False,True,False,True,True,True,True,True,0.621945321559906
JWST F115W,F115W_A9_0589515,150.15857103777753,1.8188580777859085,-4.079036235809326,4.040127277374268,136.77381896972656,A9,False,True,False,True,True,True,True,True,True,True,0.6285063624382019
Euclid VIS,VIS_101544258_1265700,150.37554835943212,2.2848042279517036,-1.638887882232666,0.1901087909936905,136.7628173828125,101544258,True,True,True,True,False,False,False,True,True,True,0.6866871118545532
JWST F115W,F115W_A2_0156050,149.95936054975888,2.1679516867850968,-4.260480880737305,4.036005973815918,136.70632934570312,A2,False,True,False,True,False,True,True,True,True,True,0.6397194266319275
JWST F115W,F115W_B7_1049319,149.94104082138995,2.2976004857880263,-3.9329872131347656,4.02528190612793,136.67218017578125,B7,False,True,False,True,False,True,False,True,True,True,0.6734138131141663
JWST F115W,F115W_B8_1154570,150.23256309243212,2.3514521957630468,-4.131836891174316,3.943007707595825,136.58609008789062,B8,False,True,False,True,True,True,False,True,True,True,0.6822299361228943
Euclid VIS,VIS_101542817_0828253,150.12567272615433,1.919498876040262,-0.434238463640213,0.1856921762228012,136.5208282470703,101542817,True,True,True,True,False,False,False,True,True,True,0.6803449392318726
JWST F115W,F115W_A6_0435210,149.78481901776937,2.067571575640825,-4.963070392608643,4.026581287384033,136.51296997070312,A6,False,True,False,True,True,True,True,True,True,True,0.5849431157112122
JWST F115W,F115W_B9_1217591,150.33580101417593,2.3048617301190313,-4.83640718460083,3.987948179244995,136.50209045410156,B9,False,True,False,True,True,True,False,True,True,True,0.6306696534156799
JWST F115W,F115W_A10_0118103,150.3314541794324,1.9214156206576367,-4.898383140563965,4.034171104431152,136.39697265625,A10,False,True,False,True,True,True,True,True,True,True,0.6433345675468445
JWST F115W,F115W_B9_1205050,150.2618774825151,2.276632469776106,-3.993169069290161,3.9846739768981934,136.39002990722656,B9,False,True,False,True,False,True,False,True,True,True,0.6847527623176575
JWST F115W,F115W_B8_1154527,150.2524449125486,2.3438871689572514,-4.888017177581787,3.937244176864624,136.38644409179688,B8,False,True,False,True,False,True,True,True,True,True,0.6756039261817932
Euclid VIS,VIS_101545697_1550555,150.06757789964647,2.515581645342236,-1.3812326192855835,0.1955702155828476,136.35719299316406,101545697,False,True,True,True,False,False,False,True,True,True,0.6523945331573486
Euclid VIS,VIS_101545696_1473599,149.9267725557938,2.475960774593243,-0.5361654758453369,0.19018587470054626,136.24566650390625,101545696,True,True,True,True,False,False,True,True,True,True,0.6920361518859863
JWST F115W,F115W_B3_0826785,150.29059314747528,2.4159358897023635,-3.884136199951172,4.022339820861816,136.2039794921875,B3,False,True,False,True,False,True,True,True,True,True,0.6664720773696899
JWST F115W,F115W_B3_0828306,150.26412797218785,2.4344908308496462,-4.911050796508789,4.018360137939453,136.06922912597656,B3,False,True,False,True,True,True,True,True,True,True,0.5741158127784729
Euclid VIS,VIS_101545696_1522265,149.92981231118202,2.614462424924521,-0.624799907207489,0.18988458812236786,136.0298309326172,101545696,False,True,True,True,False,False,True,True,True,True,0.6744922399520874
JWST F115W,F115W_A3_0273855,150.2001025149396,2.164354632297145,-3.5815563201904297,3.9445903301239014,135.85707092285156,A3,False,True,False,True,False,True,True,True,True,True,0.6759084463119507
JWST F115W,F115W_B4_0888663,150.42294787282964,2.3665297570817807,-4.777461051940918,4.023427486419678,135.8181610107422,B4,False,True,False,True,True,True,True,True,True,True,0.5898247361183167
JWST F115W,F115W_A3_0218095,150.10694865557986,2.0591264475293563,-4.355371475219727,3.94193959236145,135.76577758789062,A3,False,True,False,True,True,True,True,True,True,True,0.5871124267578125
JWST F115W,F115W_A10_0116449,150.28205931139922,1.9359666094978134,-4.0206170082092285,4.014937877655029,135.74668884277344,A10,False,True,False,True,False,True,True,True,True,True,0.6714932322502136
JWST F115W,F115W_B3_0828298,150.26427529783098,2.4343910878032693,-4.9119367599487305,4.0084710121154785,135.73435974121094,B3,False,True,False,True,True,True,True,True,True,True,0.604392945766449
