seq,id,ra,dec,mag,tile,euclid_vis_png,euclid_nisp_png
212,472455,150.169630,2.473517,20.44,101545697,sn_jwst_only_0212_euclid_vis.png,sn_jwst_only_0212_euclid_nisp.png
213,474707,150.214165,2.475006,22.29,101545697,sn_jwst_only_0213_euclid_vis.png,sn_jwst_only_0213_euclid_nisp.png
214,475080,150.184663,2.488616,21.19,101545697,sn_jwst_only_0214_euclid_vis.png,sn_jwst_only_0214_euclid_nisp.png
215,475222,150.289163,2.451773,20.33,101545698,sn_jwst_only_0215_euclid_vis.png,sn_jwst_only_0215_euclid_nisp.png
216,475370,150.219578,2.477979,18.69,101545697,sn_jwst_only_0216_euclid_vis.png,sn_jwst_only_0216_euclid_nisp.png
217,475475,150.263918,2.456218,20.13,101545698,sn_jwst_only_0217_euclid_vis.png,sn_jwst_only_0217_euclid_nisp.png
218,476066,150.233648,2.476079,18.07,101545697,sn_jwst_only_0218_euclid_vis.png,sn_jwst_only_0218_euclid_nisp.png
219,476177,150.199714,2.490582,21.11,101545697,sn_jwst_only_0219_euclid_vis.png,sn_jwst_only_0219_euclid_nisp.png
220,477702,150.266349,2.478473,21.03,101545698,sn_jwst_only_0220_euclid_vis.png,sn_jwst_only_0220_euclid_nisp.png
221,477703,150.265164,2.478708,20.20,101545698,sn_jwst_only_0221_euclid_vis.png,sn_jwst_only_0221_euclid_nisp.png
222,479581,150.289077,2.473047,19.64,101545698,sn_jwst_only_0222_euclid_vis.png,sn_jwst_only_0222_euclid_nisp.png
223,479583,150.275591,2.476679,20.66,101545698,sn_jwst_only_0223_euclid_vis.png,sn_jwst_only_0223_euclid_nisp.png
224,482016,150.247954,2.512770,20.40,101545697,sn_jwst_only_0224_euclid_vis.png,sn_jwst_only_0224_euclid_nisp.png
225,482987,150.274283,2.511370,19.53,101545698,sn_jwst_only_0225_euclid_vis.png,sn_jwst_only_0225_euclid_nisp.png
226,483067,150.201594,2.539156,20.86,101545697,sn_jwst_only_0226_euclid_vis.png,sn_jwst_only_0226_euclid_nisp.png
227,483329,150.219051,2.534634,20.46,101545697,sn_jwst_only_0227_euclid_vis.png,sn_jwst_only_0227_euclid_nisp.png
228,483455,150.271675,2.516577,20.47,101545698,sn_jwst_only_0228_euclid_vis.png,sn_jwst_only_0228_euclid_nisp.png
229,485138,150.201489,2.552660,21.43,101545697,sn_jwst_only_0229_euclid_vis.png,sn_jwst_only_0229_euclid_nisp.png
230,506810,150.391733,2.361026,19.66,101544258,sn_jwst_only_0230_euclid_vis.png,sn_jwst_only_0230_euclid_nisp.png
231,507577,150.333067,2.387485,21.90,101544258,sn_jwst_only_0231_euclid_vis.png,sn_jwst_only_0231_euclid_nisp.png
232,508546,150.357997,2.384006,21.56,101544258,sn_jwst_only_0232_euclid_vis.png,sn_jwst_only_0232_euclid_nisp.png
233,508654,150.355135,2.384097,20.90,101544258,sn_jwst_only_0233_euclid_vis.png,sn_jwst_only_0233_euclid_nisp.png
234,508766,150.388083,2.375149,18.99,101544258,sn_jwst_only_0234_euclid_vis.png,sn_jwst_only_0234_euclid_nisp.png
235,509329,150.307872,2.408294,19.87,101545698,sn_jwst_only_0235_euclid_vis.png,sn_jwst_only_0235_euclid_nisp.png
236,513041,150.407906,2.394998,21.57,101545698,sn_jwst_only_0236_euclid_vis.png,sn_jwst_only_0236_euclid_nisp.png
237,513438,150.384986,2.406304,21.20,101545698,sn_jwst_only_0237_euclid_vis.png,sn_jwst_only_0237_euclid_nisp.png
238,514026,150.371867,2.415650,21.87,101545698,sn_jwst_only_0238_euclid_vis.png,sn_jwst_only_0238_euclid_nisp.png
239,514264,150.377722,2.412237,17.25,101545698,sn_jwst_only_0239_euclid_vis.png,sn_jwst_only_0239_euclid_nisp.png
240,514265,150.376994,2.411441,17.94,101545698,sn_jwst_only_0240_euclid_vis.png,sn_jwst_only_0240_euclid_nisp.png
241,516698,150.319211,2.453285,21.13,101545698,sn_jwst_only_0241_euclid_vis.png,sn_jwst_only_0241_euclid_nisp.png
242,517870,150.376310,2.440593,20.56,101545698,sn_jwst_only_0242_euclid_vis.png,sn_jwst_only_0242_euclid_nisp.png
243,519096,150.412437,2.435500,17.94,101545698,sn_jwst_only_0243_euclid_vis.png,sn_jwst_only_0243_euclid_nisp.png
244,519549,150.421718,2.436194,21.92,101545698,sn_jwst_only_0244_euclid_vis.png,sn_jwst_only_0244_euclid_nisp.png
245,520090,150.433831,2.434317,21.87,101545698,sn_jwst_only_0245_euclid_vis.png,sn_jwst_only_0245_euclid_nisp.png
246,520711,150.373765,2.459979,20.39,101545698,sn_jwst_only_0246_euclid_vis.png,sn_jwst_only_0246_euclid_nisp.png
247,520712,150.373726,2.460324,21.04,101545698,sn_jwst_only_0247_euclid_vis.png,sn_jwst_only_0247_euclid_nisp.png
248,521051,150.317093,2.483491,21.47,101545698,sn_jwst_only_0248_euclid_vis.png,sn_jwst_only_0248_euclid_nisp.png
249,522211,150.390096,2.464624,19.48,101545698,sn_jwst_only_0249_euclid_vis.png,sn_jwst_only_0249_euclid_nisp.png
250,522624,150.328963,2.490314,19.58,101545698,sn_jwst_only_0250_euclid_vis.png,sn_jwst_only_0250_euclid_nisp.png
251,542598,150.430096,2.308753,20.49,101544258,sn_jwst_only_0251_euclid_vis.png,sn_jwst_only_0251_euclid_nisp.png
252,542779,150.433368,2.308713,23.13,101544258,sn_jwst_only_0252_euclid_vis.png,sn_jwst_only_0252_euclid_nisp.png
253,551057,150.448875,2.366928,21.48,101544258,sn_jwst_only_0253_euclid_vis.png,sn_jwst_only_0253_euclid_nisp.png
254,551547,150.489556,2.357523,22.08,101544259,sn_jwst_only_0254_euclid_vis.png,sn_jwst_only_0254_euclid_nisp.png
255,552573,150.453078,2.379651,23.48,101544258,sn_jwst_only_0255_euclid_vis.png,sn_jwst_only_0255_euclid_nisp.png
256,552927,150.430584,2.391519,20.85,101544258,sn_jwst_only_0256_euclid_vis.png,sn_jwst_only_0256_euclid_nisp.png
257,557987,150.464821,2.417938,20.35,101545698,sn_jwst_only_0257_euclid_vis.png,sn_jwst_only_0257_euclid_nisp.png
258,560182,150.452800,2.442435,21.89,101545698,sn_jwst_only_0258_euclid_vis.png,sn_jwst_only_0258_euclid_nisp.png
259,560221,150.509321,2.421811,21.20,101545699,sn_jwst_only_0259_euclid_vis.png,sn_jwst_only_0259_euclid_nisp.png
260,560390,150.465308,2.439577,22.01,101545698,sn_jwst_only_0260_euclid_vis.png,sn_jwst_only_0260_euclid_nisp.png
261,575942,149.833675,2.308876,20.73,101544256,sn_jwst_only_0261_euclid_vis.png,sn_jwst_only_0261_euclid_nisp.png
262,578159,149.881114,2.308349,18.62,101544256,sn_jwst_only_0262_euclid_vis.png,sn_jwst_only_0262_euclid_nisp.png
263,581454,149.854634,2.338290,18.63,101544256,sn_jwst_only_0263_euclid_vis.png,sn_jwst_only_0263_euclid_nisp.png
264,582211,149.881603,2.318183,21.50,101544256,sn_jwst_only_0264_euclid_vis.png,sn_jwst_only_0264_euclid_nisp.png
265,584619,149.923679,2.333129,20.04,101544256,sn_jwst_only_0265_euclid_vis.png,sn_jwst_only_0265_euclid_nisp.png
266,584782,149.935877,2.329681,20.55,101544256,sn_jwst_only_0266_euclid_vis.png,sn_jwst_only_0266_euclid_nisp.png
267,588849,149.860727,2.381060,20.40,101544256,sn_jwst_only_0267_euclid_vis.png,sn_jwst_only_0267_euclid_nisp.png
268,591162,149.862111,2.395394,19.83,101545696,sn_jwst_only_0268_euclid_vis.png,sn_jwst_only_0268_euclid_nisp.png
269,591163,149.862025,2.395443,19.64,101545696,sn_jwst_only_0269_euclid_vis.png,sn_jwst_only_0269_euclid_nisp.png
270,594585,149.953318,2.386520,20.56,101544256,sn_jwst_only_0270_euclid_vis.png,sn_jwst_only_0270_euclid_nisp.png
271,596243,149.904495,2.413176,20.42,101545696,sn_jwst_only_0271_euclid_vis.png,sn_jwst_only_0271_euclid_nisp.png
272,596246,149.906836,2.414311,19.36,101545696,sn_jwst_only_0272_euclid_vis.png,sn_jwst_only_0272_euclid_nisp.png
273,596643,149.929224,2.408286,23.06,101545696,sn_jwst_only_0273_euclid_vis.png,sn_jwst_only_0273_euclid_nisp.png
274,598498,149.869827,2.442868,21.61,101545696,sn_jwst_only_0274_euclid_vis.png,sn_jwst_only_0274_euclid_nisp.png
275,599321,149.874191,2.449059,23.39,101545696,sn_jwst_only_0275_euclid_vis.png,sn_jwst_only_0275_euclid_nisp.png
276,600175,149.882968,2.449382,19.04,101545696,sn_jwst_only_0276_euclid_vis.png,sn_jwst_only_0276_euclid_nisp.png
277,600769,149.905548,2.446820,22.37,101545696,sn_jwst_only_0277_euclid_vis.png,sn_jwst_only_0277_euclid_nisp.png
278,601599,149.969796,2.430501,19.49,101545696,sn_jwst_only_0278_euclid_vis.png,sn_jwst_only_0278_euclid_nisp.png
279,602426,149.886750,2.464786,22.46,101545696,sn_jwst_only_0279_euclid_vis.png,sn_jwst_only_0279_euclid_nisp.png
280,619435,150.049796,2.230938,22.25,101544257,sn_jwst_only_0280_euclid_vis.png,sn_jwst_only_0280_euclid_nisp.png
281,619808,149.940524,2.272812,20.04,101544256,sn_jwst_only_0281_euclid_vis.png,sn_jwst_only_0281_euclid_nisp.png
282,620113,149.998396,2.255132,19.30,101544257,sn_jwst_only_0282_euclid_vis.png,sn_jwst_only_0282_euclid_nisp.png
283,622034,149.987206,2.273639,21.34,101544257,sn_jwst_only_0283_euclid_vis.png,sn_jwst_only_0283_euclid_nisp.png
284,624216,150.044851,2.266867,21.06,101544257,sn_jwst_only_0284_euclid_vis.png,sn_jwst_only_0284_euclid_nisp.png
285,625507,149.964825,2.303294,22.49,101544256,sn_jwst_only_0285_euclid_vis.png,sn_jwst_only_0285_euclid_nisp.png
286,625524,150.065739,2.267253,20.28,101544257,sn_jwst_only_0286_euclid_vis.png,sn_jwst_only_0286_euclid_nisp.png
287,628953,150.049901,2.293846,20.77,101544257,sn_jwst_only_0287_euclid_vis.png,sn_jwst_only_0287_euclid_nisp.png
288,631100,149.969891,2.335112,20.71,101544256,sn_jwst_only_0288_euclid_vis.png,sn_jwst_only_0288_euclid_nisp.png
289,632112,149.980345,2.335960,20.15,101544256,sn_jwst_only_0289_euclid_vis.png,sn_jwst_only_0289_euclid_nisp.png
290,636147,150.052378,2.336893,22.19,101544257,sn_jwst_only_0290_euclid_vis.png,sn_jwst_only_0290_euclid_nisp.png
291,636429,150.055295,2.338749,18.06,101544257,sn_jwst_only_0291_euclid_vis.png,sn_jwst_only_0291_euclid_nisp.png
292,638592,150.017549,2.366825,22.33,101544257,sn_jwst_only_0292_euclid_vis.png,sn_jwst_only_0292_euclid_nisp.png
293,640584,150.096549,2.350864,18.45,101544257,sn_jwst_only_0293_euclid_vis.png,sn_jwst_only_0293_euclid_nisp.png
294,640627,150.027588,2.374615,18.71,101544257,sn_jwst_only_0294_euclid_vis.png,sn_jwst_only_0294_euclid_nisp.png
295,641049,149.999050,2.389296,21.90,101544257,sn_jwst_only_0295_euclid_vis.png,sn_jwst_only_0295_euclid_nisp.png
296,641422,150.034643,2.379232,22.25,101544257,sn_jwst_only_0296_euclid_vis.png,sn_jwst_only_0296_euclid_nisp.png
297,643132,150.101062,2.357540,19.33,101544257,sn_jwst_only_0297_euclid_vis.png,sn_jwst_only_0297_euclid_nisp.png
298,645204,150.092986,2.385128,19.83,101544257,sn_jwst_only_0298_euclid_vis.png,sn_jwst_only_0298_euclid_nisp.png
299,645751,150.048229,2.405298,20.84,101545697,sn_jwst_only_0299_euclid_vis.png,sn_jwst_only_0299_euclid_nisp.png
300,646868,150.040185,2.415777,21.67,101545697,sn_jwst_only_0300_euclid_vis.png,sn_jwst_only_0300_euclid_nisp.png
301,647194,150.086392,2.401780,21.99,101545697,sn_jwst_only_0301_euclid_vis.png,sn_jwst_only_0301_euclid_nisp.png
302,647357,150.068488,2.409438,21.46,101545697,sn_jwst_only_0302_euclid_vis.png,sn_jwst_only_0302_euclid_nisp.png
303,647849,150.068615,2.412623,19.73,101545697,sn_jwst_only_0303_euclid_vis.png,sn_jwst_only_0303_euclid_nisp.png
304,648007,150.105781,2.397856,18.76,101545697,sn_jwst_only_0304_euclid_vis.png,sn_jwst_only_0304_euclid_nisp.png
305,648014,150.072365,2.411422,19.32,101545697,sn_jwst_only_0305_euclid_vis.png,sn_jwst_only_0305_euclid_nisp.png
306,648036,150.022401,2.425211,19.67,101545697,sn_jwst_only_0306_euclid_vis.png,sn_jwst_only_0306_euclid_nisp.png
307,648714,150.001993,2.443661,20.78,101545696,sn_jwst_only_0307_euclid_vis.png,sn_jwst_only_0307_euclid_nisp.png
308,649303,150.033427,2.436315,20.24,101545697,sn_jwst_only_0308_euclid_vis.png,sn_jwst_only_0308_euclid_nisp.png
309,649497,149.999718,2.450581,20.28,101545696,sn_jwst_only_0309_euclid_vis.png,sn_jwst_only_0309_euclid_nisp.png
310,650061,149.998784,2.455990,21.83,101545696,sn_jwst_only_0310_euclid_vis.png,sn_jwst_only_0310_euclid_nisp.png
311,650642,150.094820,2.425487,21.64,101545697,sn_jwst_only_0311_euclid_vis.png,sn_jwst_only_0311_euclid_nisp.png
312,665832,150.144815,2.219712,23.01,101544257,sn_jwst_only_0312_euclid_vis.png,sn_jwst_only_0312_euclid_nisp.png
313,666467,150.184009,2.207923,22.52,101544257,sn_jwst_only_0313_euclid_vis.png,sn_jwst_only_0313_euclid_nisp.png
314,666921,150.192706,2.208065,21.64,101544257,sn_jwst_only_0314_euclid_vis.png,sn_jwst_only_0314_euclid_nisp.png
315,667477,150.170461,2.218781,22.10,101544257,sn_jwst_only_0315_euclid_vis.png,sn_jwst_only_0315_euclid_nisp.png
316,674203,150.114657,2.285379,22.09,101544257,sn_jwst_only_0316_euclid_vis.png,sn_jwst_only_0316_euclid_nisp.png
317,675525,150.095564,2.299349,20.68,101544257,sn_jwst_only_0317_euclid_vis.png,sn_jwst_only_0317_euclid_nisp.png
318,675526,150.095614,2.297562,19.85,101544257,sn_jwst_only_0318_euclid_vis.png,sn_jwst_only_0318_euclid_nisp.png
319,675527,150.095991,2.299683,22.56,101544257,sn_jwst_only_0319_euclid_vis.png,sn_jwst_only_0319_euclid_nisp.png
320,676075,150.127625,2.293506,22.80,101544257,sn_jwst_only_0320_euclid_vis.png,sn_jwst_only_0320_euclid_nisp.png
321,676537,150.122765,2.298935,22.74,101544257,sn_jwst_only_0321_euclid_vis.png,sn_jwst_only_0321_euclid_nisp.png
322,680457,150.196298,2.299813,21.22,101544257,sn_jwst_only_0322_euclid_vis.png,sn_jwst_only_0322_euclid_nisp.png
323,684899,150.112368,2.354935,17.52,101544257,sn_jwst_only_0323_euclid_vis.png,sn_jwst_only_0323_euclid_nisp.png
324,684901,150.113003,2.359882,20.88,101544257,sn_jwst_only_0324_euclid_vis.png,sn_jwst_only_0324_euclid_nisp.png
325,686729,150.142588,2.364598,21.20,101544257,sn_jwst_only_0325_euclid_vis.png,sn_jwst_only_0325_euclid_nisp.png
326,690096,150.255040,2.343764,20.00,101544258,sn_jwst_only_0326_euclid_vis.png,sn_jwst_only_0326_euclid_nisp.png
327,690633,150.241619,2.352847,21.73,101544258,sn_jwst_only_0327_euclid_vis.png,sn_jwst_only_0327_euclid_nisp.png
328,691951,150.156129,2.394227,20.04,101545697,sn_jwst_only_0328_euclid_vis.png,sn_jwst_only_0328_euclid_nisp.png
329,692908,150.151076,2.403446,20.82,101545697,sn_jwst_only_0329_euclid_vis.png,sn_jwst_only_0329_euclid_nisp.png
330,708209,150.220894,2.182034,21.13,101544257,sn_jwst_only_0330_euclid_vis.png,sn_jwst_only_0330_euclid_nisp.png
331,708210,150.221309,2.182093,21.94,101544257,sn_jwst_only_0331_euclid_vis.png,sn_jwst_only_0331_euclid_nisp.png
332,711821,150.244104,2.199459,22.73,101544258,sn_jwst_only_0332_euclid_vis.png,sn_jwst_only_0332_euclid_nisp.png
333,711822,150.244287,2.199496,21.36,101544258,sn_jwst_only_0333_euclid_vis.png,sn_jwst_only_0333_euclid_nisp.png
334,712901,150.239937,2.206564,20.63,101544258,sn_jwst_only_0334_euclid_vis.png,sn_jwst_only_0334_euclid_nisp.png
335,712947,150.306563,2.171623,19.31,101544258,sn_jwst_only_0335_euclid_vis.png,sn_jwst_only_0335_euclid_nisp.png
336,715157,150.344455,2.187113,20.65,101544258,sn_jwst_only_0336_euclid_vis.png,sn_jwst_only_0336_euclid_nisp.png
337,720572,150.252183,2.256600,20.76,101544258,sn_jwst_only_0337_euclid_vis.png,sn_jwst_only_0337_euclid_nisp.png
338,723609,150.253275,2.277761,19.03,101544258,sn_jwst_only_0338_euclid_vis.png,sn_jwst_only_0338_euclid_nisp.png
339,724143,150.363768,2.233733,19.50,101544258,sn_jwst_only_0339_euclid_vis.png,sn_jwst_only_0339_euclid_nisp.png
340,726580,150.367661,2.252341,19.77,101544258,sn_jwst_only_0340_euclid_vis.png,sn_jwst_only_0340_euclid_nisp.png
341,729053,150.319710,2.286648,15.39,101544258,sn_jwst_only_0341_euclid_vis.png,sn_jwst_only_0341_euclid_nisp.png
342,731335,150.377779,2.285148,21.67,101544258,sn_jwst_only_0342_euclid_vis.png,sn_jwst_only_0342_euclid_nisp.png
343,731615,150.375854,2.285625,20.44,101544258,sn_jwst_only_0343_euclid_vis.png,sn_jwst_only_0343_euclid_nisp.png
344,732171,150.318543,2.311660,20.86,101544258,sn_jwst_only_0344_euclid_vis.png,sn_jwst_only_0344_euclid_nisp.png
345,732744,150.330949,2.310831,21.91,101544258,sn_jwst_only_0345_euclid_vis.png,sn_jwst_only_0345_euclid_nisp.png
346,734958,150.303650,2.333297,21.50,101544258,sn_jwst_only_0346_euclid_vis.png,sn_jwst_only_0346_euclid_nisp.png
347,751221,150.393055,2.119610,18.61,101542818,sn_jwst_only_0347_euclid_vis.png,sn_jwst_only_0347_euclid_nisp.png
348,756974,150.410001,2.159251,20.00,101544258,sn_jwst_only_0348_euclid_vis.png,sn_jwst_only_0348_euclid_nisp.png
349,765826,150.417629,2.226202,21.61,101544258,sn_jwst_only_0349_euclid_vis.png,sn_jwst_only_0349_euclid_nisp.png
350,767512,150.403890,2.247061,17.65,101544258,sn_jwst_only_0350_euclid_vis.png,sn_jwst_only_0350_euclid_nisp.png
351,771688,150.420233,2.277778,20.78,101544258,sn_jwst_only_0351_euclid_vis.png,sn_jwst_only_0351_euclid_nisp.png
352,771938,150.435497,2.274105,20.68,101544258,sn_jwst_only_0352_euclid_vis.png,sn_jwst_only_0352_euclid_nisp.png
353,773481,150.411037,2.293719,21.39,101544258,sn_jwst_only_0353_euclid_vis.png,sn_jwst_only_0353_euclid_nisp.png
354,773530,150.448689,2.279828,18.21,101544258,sn_jwst_only_0354_euclid_vis.png,sn_jwst_only_0354_euclid_nisp.png
