seq,id,ra,dec,mag,tile,jwst1_png,jwst2_png
215,1500640090021013646,150.064009,2.101365,16.07,A3,sn_euclid_only_0215_jwst1.png,sn_euclid_only_0215_jwst2.png
216,1500371336020499801,150.037134,2.049980,22.10,A3,sn_euclid_only_0216_jwst1.png,sn_euclid_only_0216_jwst2.png
217,1499770732020413889,149.977073,2.041389,16.51,A7,sn_euclid_only_0217_jwst1.png,sn_euclid_only_0217_jwst2.png
218,1501431102019320711,150.143110,1.932071,18.49,A9,sn_euclid_only_0218_jwst1.png,sn_euclid_only_0218_jwst2.png
219,1501933477020460423,150.193348,2.046042,19.25,A4,sn_euclid_only_0219_jwst1.png,sn_euclid_only_0219_jwst2.png
220,1502057069024268740,150.205707,2.426874,23.99,B3,sn_euclid_only_0220_jwst1.png,sn_euclid_only_0220_jwst2.png
221,1500285478024364483,150.028548,2.436448,18.22,B7,sn_euclid_only_0221_jwst1.png,sn_euclid_only_0221_jwst2.png
222,1502575472023878745,150.257547,2.387875,18.56,B3,sn_euclid_only_0222_jwst1.png,sn_euclid_only_0222_jwst2.png
223,1501216115021273609,150.121612,2.127361,23.88,A3,sn_euclid_only_0223_jwst1.png,sn_euclid_only_0223_jwst2.png
224,1501902479023241985,150.190248,2.324199,23.28,B8,sn_euclid_only_0224_jwst1.png,sn_euclid_only_0224_jwst2.png
225,1500763781023553730,150.076378,2.355373,18.19,B7,sn_euclid_only_0225_jwst1.png,sn_euclid_only_0225_jwst2.png
226,1500856779022206322,150.085678,2.220632,19.10,A3,sn_euclid_only_0226_jwst1.png,sn_euclid_only_0226_jwst2.png
227,1499941097022502185,149.994110,2.250219,16.68,A2,sn_euclid_only_0227_jwst1.png,sn_euclid_only_0227_jwst2.png
228,1500645121023004955,150.064512,2.300496,15.69,B7,sn_euclid_only_0228_jwst1.png,sn_euclid_only_0228_jwst2.png
229,1501754033022046322,150.175403,2.204632,19.70,B8,sn_euclid_only_0229_jwst1.png,sn_euclid_only_0229_jwst2.png
230,1500330100023625499,150.033010,2.362550,17.05,B7,sn_euclid_only_0230_jwst1.png,sn_euclid_only_0230_jwst2.png
231,1502002850022097379,150.200285,2.209738,16.85,B8,sn_euclid_only_0231_jwst1.png,sn_euclid_only_0231_jwst2.png
232,1500647006024148867,150.064701,2.414887,23.32,B7,sn_euclid_only_0232_jwst1.png,sn_euclid_only_0232_jwst2.png
233,1500646016023887406,150.064602,2.388741,17.45,B7,sn_euclid_only_0233_jwst1.png,sn_euclid_only_0233_jwst2.png
234,1501327285023920267,150.132729,2.392027,17.93,B7,sn_euclid_only_0234_jwst1.png,sn_euclid_only_0234_jwst2.png
235,1501219439025096666,150.121944,2.509667,15.74,B2,sn_euclid_only_0235_jwst1.png,sn_euclid_only_0235_jwst2.png
236,1500829609024927474,150.082961,2.492747,16.88,B2,sn_euclid_only_0236_jwst1.png,sn_euclid_only_0236_jwst2.png
237,1500423217025017061,150.042322,2.501706,18.03,B2,sn_euclid_only_0237_jwst1.png,sn_euclid_only_0237_jwst2.png
238,1502695099024035702,150.269510,2.403570,22.79,B3,sn_euclid_only_0238_jwst1.png,sn_euclid_only_0238_jwst2.png
239,1500426691018721141,150.042669,1.872114,24.02,A8,sn_euclid_only_0239_jwst1.png,sn_euclid_only_0239_jwst2.png
240,1502273284024135870,150.227328,2.413587,15.76,B3,sn_euclid_only_0240_jwst1.png,sn_euclid_only_0240_jwst2.png
241,1501141100024895549,150.114110,2.489555,25.22,B2,sn_euclid_only_0241_jwst1.png,sn_euclid_only_0241_jwst2.png
242,1501696792025463349,150.169679,2.546335,15.20,B2,sn_euclid_only_0242_jwst1.png,sn_euclid_only_0242_jwst2.png
243,1503242363023859079,150.324236,2.385908,19.32,B4,sn_euclid_only_0243_jwst1.png,sn_euclid_only_0243_jwst2.png
244,1500289821024327152,150.028982,2.432715,18.21,B7,sn_euclid_only_0244_jwst1.png,sn_euclid_only_0244_jwst2.png
245,1502126134021271347,150.212613,2.127135,19.47,A4,sn_euclid_only_0245_jwst1.png,sn_euclid_only_0245_jwst2.png
246,1503152032024410927,150.315203,2.441093,18.22,B4,sn_euclid_only_0246_jwst1.png,sn_euclid_only_0246_jwst2.png
247,1502909645024643936,150.290965,2.464394,18.72,B3,sn_euclid_only_0247_jwst1.png,sn_euclid_only_0247_jwst2.png
248,1502776649024847512,150.277665,2.484751,17.71,B3,sn_euclid_only_0248_jwst1.png,sn_euclid_only_0248_jwst2.png
249,1500915575024355908,150.091558,2.435591,25.17,B2,sn_euclid_only_0249_jwst1.png,sn_euclid_only_0249_jwst2.png
250,1501939999023269864,150.194000,2.326986,15.62,B8,sn_euclid_only_0250_jwst1.png,sn_euclid_only_0250_jwst2.png
251,1500890282022886070,150.089028,2.288607,17.55,B7,sn_euclid_only_0251_jwst1.png,sn_euclid_only_0251_jwst2.png
252,1501501221022361859,150.150122,2.236186,16.94,B8,sn_euclid_only_0252_jwst1.png,sn_euclid_only_0252_jwst2.png
253,1502061770021205767,150.206177,2.120577,17.66,A4,sn_euclid_only_0253_jwst1.png,sn_euclid_only_0253_jwst2.png
254,1502125348023509526,150.212535,2.350953,17.72,B8,sn_euclid_only_0254_jwst1.png,sn_euclid_only_0254_jwst2.png
255,1500669280021526596,150.066928,2.152660,19.29,A3,sn_euclid_only_0255_jwst1.png,sn_euclid_only_0255_jwst2.png
256,1500216777023370891,150.021678,2.337089,17.30,B7,sn_euclid_only_0256_jwst1.png,sn_euclid_only_0256_jwst2.png
257,1500034012023703347,150.003401,2.370335,15.18,B7,sn_euclid_only_0257_jwst1.png,sn_euclid_only_0257_jwst2.png
258,1500729724022162812,150.072972,2.216281,20.28,A3,sn_euclid_only_0258_jwst1.png,sn_euclid_only_0258_jwst2.png
259,1500418341023153073,150.041834,2.315307,25.31,B7,sn_euclid_only_0259_jwst1.png,sn_euclid_only_0259_jwst2.png
260,1501876109025171805,150.187611,2.517181,16.61,B3,sn_euclid_only_0260_jwst1.png,sn_euclid_only_0260_jwst2.png
261,1501452558024760669,150.145256,2.476067,18.38,B2,sn_euclid_only_0261_jwst1.png,sn_euclid_only_0261_jwst2.png
262,1499822134022595500,149.982213,2.259550,17.52,A2,sn_euclid_only_0262_jwst1.png,sn_euclid_only_0262_jwst2.png
263,1502700326024585257,150.270033,2.458526,25.14,B3,sn_euclid_only_0263_jwst1.png,sn_euclid_only_0263_jwst2.png
264,1501301565023387845,150.130157,2.338785,18.86,B8,sn_euclid_only_0264_jwst1.png,sn_euclid_only_0264_jwst2.png
265,1499146547021258304,149.914655,2.125830,16.37,A2,sn_euclid_only_0265_jwst1.png,sn_euclid_only_0265_jwst2.png
266,1499138395022605405,149.913840,2.260541,17.61,A1,sn_euclid_only_0266_jwst1.png,sn_euclid_only_0266_jwst2.png
267,1498831021022832736,149.883102,2.283274,19.03,A1,sn_euclid_only_0267_jwst1.png,sn_euclid_only_0267_jwst2.png
268,1499142572022785581,149.914257,2.278558,18.06,A1,sn_euclid_only_0268_jwst1.png,sn_euclid_only_0268_jwst2.png
269,1498554502021668619,149.855450,2.166862,17.91,A1,sn_euclid_only_0269_jwst1.png,sn_euclid_only_0269_jwst2.png
270,1499105807021347504,149.910581,2.134750,18.15,A2,sn_euclid_only_0270_jwst1.png,sn_euclid_only_0270_jwst2.png
271,1498551181022936966,149.855118,2.293697,18.40,A1,sn_euclid_only_0271_jwst1.png,sn_euclid_only_0271_jwst2.png
272,1498409417023399388,149.840942,2.339939,18.52,B6,sn_euclid_only_0272_jwst1.png,sn_euclid_only_0272_jwst2.png
273,1499646650021845403,149.964665,2.184540,18.04,A2,sn_euclid_only_0273_jwst1.png,sn_euclid_only_0273_jwst2.png
274,1498578718022793664,149.857872,2.279366,17.67,A1,sn_euclid_only_0274_jwst1.png,sn_euclid_only_0274_jwst2.png
275,1499461764022889631,149.946176,2.288963,19.53,B7,sn_euclid_only_0275_jwst1.png,sn_euclid_only_0275_jwst2.png
276,1498508657023541500,149.850866,2.354150,16.04,B6,sn_euclid_only_0276_jwst1.png,sn_euclid_only_0276_jwst2.png
277,1499364945022379201,149.936495,2.237920,19.42,A2,sn_euclid_only_0277_jwst1.png,sn_euclid_only_0277_jwst2.png
278,1499644863021496501,149.964486,2.149650,18.60,A2,sn_euclid_only_0278_jwst1.png,sn_euclid_only_0278_jwst2.png
279,1499612981021537305,149.961298,2.153731,17.89,A2,sn_euclid_only_0279_jwst1.png,sn_euclid_only_0279_jwst2.png
280,1504649317022483550,150.464932,2.248355,15.95,B10,sn_euclid_only_0280_jwst1.png,sn_euclid_only_0280_jwst2.png
281,1503170007021730866,150.317001,2.173087,23.70,B9,sn_euclid_only_0281_jwst1.png,sn_euclid_only_0281_jwst2.png
282,1503127005021272392,150.312701,2.127239,18.58,A4,sn_euclid_only_0282_jwst1.png,sn_euclid_only_0282_jwst2.png
283,1504392931022545482,150.439293,2.254548,23.45,B10,sn_euclid_only_0283_jwst1.png,sn_euclid_only_0283_jwst2.png
284,1502397195022263584,150.239720,2.226358,15.68,B9,sn_euclid_only_0284_jwst1.png,sn_euclid_only_0284_jwst2.png
285,1503398391022719655,150.339839,2.271966,18.50,B9,sn_euclid_only_0285_jwst1.png,sn_euclid_only_0285_jwst2.png
286,1502321285022517388,150.232129,2.251739,24.46,B8,sn_euclid_only_0286_jwst1.png,sn_euclid_only_0286_jwst2.png
287,1504306201021746769,150.430620,2.174677,17.83,B10,sn_euclid_only_0287_jwst1.png,sn_euclid_only_0287_jwst2.png
288,1502234588023415773,150.223459,2.341577,18.41,B8,sn_euclid_only_0288_jwst1.png,sn_euclid_only_0288_jwst2.png
289,1499608717023877768,149.960872,2.387777,17.80,B6,sn_euclid_only_0289_jwst1.png,sn_euclid_only_0289_jwst2.png
290,1499310092023921918,149.931009,2.392192,16.24,B6,sn_euclid_only_0290_jwst1.png,sn_euclid_only_0290_jwst2.png
291,1502324713022529687,150.232471,2.252969,20.52,B8,sn_euclid_only_0291_jwst1.png,sn_euclid_only_0291_jwst2.png
292,1502382458022988836,150.238246,2.298884,17.69,B8,sn_euclid_only_0292_jwst1.png,sn_euclid_only_0292_jwst2.png
293,1502213838022758513,150.221384,2.275851,15.64,B8,sn_euclid_only_0293_jwst1.png,sn_euclid_only_0293_jwst2.png
294,1498830497024613799,149.883050,2.461380,18.54,B6,sn_euclid_only_0294_jwst1.png,sn_euclid_only_0294_jwst2.png
295,1499643502024292145,149.964350,2.429215,18.21,B6,sn_euclid_only_0295_jwst1.png,sn_euclid_only_0295_jwst2.png
296,1499272083025466857,149.927208,2.546686,17.96,B1,sn_euclid_only_0296_jwst1.png,sn_euclid_only_0296_jwst2.png
297,1503488571019291866,150.348857,1.929187,25.12,A5,sn_euclid_only_0297_jwst1.png,sn_euclid_only_0297_jwst2.png
298,1503473301020189844,150.347330,2.018984,19.11,A5,sn_euclid_only_0298_jwst1.png,sn_euclid_only_0298_jwst2.png
299,1502316976019481898,150.231698,1.948190,18.88,A9,sn_euclid_only_0299_jwst1.png,sn_euclid_only_0299_jwst2.png
300,1502672502019570656,150.267250,1.957066,17.66,A10,sn_euclid_only_0300_jwst1.png,sn_euclid_only_0300_jwst2.png
301,1502894750019123179,150.289475,1.912318,18.49,A10,sn_euclid_only_0301_jwst1.png,sn_euclid_only_0301_jwst2.png
302,1502505181020201966,150.250518,2.020197,18.56,A4,sn_euclid_only_0302_jwst1.png,sn_euclid_only_0302_jwst2.png
303,1502060113020006116,150.206011,2.000612,17.80,A4,sn_euclid_only_0303_jwst1.png,sn_euclid_only_0303_jwst2.png
304,1502315218018868547,150.231522,1.886855,19.03,A9,sn_euclid_only_0304_jwst1.png,sn_euclid_only_0304_jwst2.png
305,1503659481020261347,150.365948,2.026135,25.08,A5,sn_euclid_only_0305_jwst1.png,sn_euclid_only_0305_jwst2.png
306,1502490636019166070,150.249064,1.916607,18.61,A9,sn_euclid_only_0306_jwst1.png,sn_euclid_only_0306_jwst2.png
307,1502497797019468155,150.249780,1.946816,16.67,A9,sn_euclid_only_0307_jwst1.png,sn_euclid_only_0307_jwst2.png
308,1502079671020833324,150.207967,2.083332,19.56,A4,sn_euclid_only_0308_jwst1.png,sn_euclid_only_0308_jwst2.png
309,1503056902021185682,150.305690,2.118568,18.37,A4,sn_euclid_only_0309_jwst1.png,sn_euclid_only_0309_jwst2.png
310,1503452064020665903,150.345206,2.066590,24.41,A5,sn_euclid_only_0310_jwst1.png,sn_euclid_only_0310_jwst2.png
311,1502347657019901219,150.234766,1.990122,16.15,A4,sn_euclid_only_0311_jwst1.png,sn_euclid_only_0311_jwst2.png
312,1503839853020192946,150.383985,2.019295,15.79,A5,sn_euclid_only_0312_jwst1.png,sn_euclid_only_0312_jwst2.png
313,1503362050020965546,150.336205,2.096555,17.93,A5,sn_euclid_only_0313_jwst1.png,sn_euclid_only_0313_jwst2.png
314,1501733996021257387,150.173400,2.125739,18.30,A3,sn_euclid_only_0314_jwst1.png,sn_euclid_only_0314_jwst2.png
315,1500279064021398777,150.027906,2.139878,15.65,A2,sn_euclid_only_0315_jwst1.png,sn_euclid_only_0315_jwst2.png
316,1502126105021271324,150.212611,2.127132,19.42,A4,sn_euclid_only_0316_jwst1.png,sn_euclid_only_0316_jwst2.png
317,1500842440021361869,150.084244,2.136187,23.01,A3,sn_euclid_only_0317_jwst1.png,sn_euclid_only_0317_jwst2.png
318,1501500983021702055,150.150098,2.170206,16.60,A3,sn_euclid_only_0318_jwst1.png,sn_euclid_only_0318_jwst2.png
319,1501216114021273588,150.121611,2.127359,23.91,A3,sn_euclid_only_0319_jwst1.png,sn_euclid_only_0319_jwst2.png
320,1499789574022723974,149.978957,2.272397,19.34,B7,sn_euclid_only_0320_jwst1.png,sn_euclid_only_0320_jwst2.png
321,1499728245022335985,149.972825,2.233599,17.80,A2,sn_euclid_only_0321_jwst1.png,sn_euclid_only_0321_jwst2.png
322,1501301589023387810,150.130159,2.338781,18.92,B8,sn_euclid_only_0322_jwst1.png,sn_euclid_only_0322_jwst2.png
323,1500729737022162787,150.072974,2.216279,20.31,A3,sn_euclid_only_0323_jwst1.png,sn_euclid_only_0323_jwst2.png
324,1500042904022654400,150.004290,2.265440,23.77,B7,sn_euclid_only_0324_jwst1.png,sn_euclid_only_0324_jwst2.png
325,1499941106022502161,149.994111,2.250216,16.52,A2,sn_euclid_only_0325_jwst1.png,sn_euclid_only_0325_jwst2.png
326,1500645119023004924,150.064512,2.300492,15.68,B7,sn_euclid_only_0326_jwst1.png,sn_euclid_only_0326_jwst2.png
327,1500418337023153055,150.041834,2.315306,25.32,B7,sn_euclid_only_0327_jwst1.png,sn_euclid_only_0327_jwst2.png
328,1500216791023370884,150.021679,2.337088,17.30,B7,sn_euclid_only_0328_jwst1.png,sn_euclid_only_0328_jwst2.png
329,1500894499023539520,150.089450,2.353952,18.28,B7,sn_euclid_only_0329_jwst1.png,sn_euclid_only_0329_jwst2.png
330,1501939938023269892,150.193994,2.326989,15.55,B8,sn_euclid_only_0330_jwst1.png,sn_euclid_only_0330_jwst2.png
331,1501362177023279645,150.136218,2.327965,18.97,B8,sn_euclid_only_0331_jwst1.png,sn_euclid_only_0331_jwst2.png
332,1501832035024457166,150.183204,2.445717,17.36,B3,sn_euclid_only_0332_jwst1.png,sn_euclid_only_0332_jwst2.png
333,1500009993023851173,150.000999,2.385117,16.57,B7,sn_euclid_only_0333_jwst1.png,sn_euclid_only_0333_jwst2.png
334,1500285456024364468,150.028546,2.436447,18.24,B7,sn_euclid_only_0334_jwst1.png,sn_euclid_only_0334_jwst2.png
335,1500829626024927501,150.082963,2.492750,16.90,B2,sn_euclid_only_0335_jwst1.png,sn_euclid_only_0335_jwst2.png
336,1500628506024118313,150.062851,2.411831,18.29,B7,sn_euclid_only_0336_jwst1.png,sn_euclid_only_0336_jwst2.png
337,1501379661024046473,150.137966,2.404647,19.17,B2,sn_euclid_only_0337_jwst1.png,sn_euclid_only_0337_jwst2.png
338,1502189378024812240,150.218938,2.481224,16.76,B3,sn_euclid_only_0338_jwst1.png,sn_euclid_only_0338_jwst2.png
339,1500289792024327125,150.028979,2.432713,18.16,B7,sn_euclid_only_0339_jwst1.png,sn_euclid_only_0339_jwst2.png
340,1500646001023887387,150.064600,2.388739,17.43,B7,sn_euclid_only_0340_jwst1.png,sn_euclid_only_0340_jwst2.png
341,1501083093024039240,150.108309,2.403924,16.53,B7,sn_euclid_only_0341_jwst1.png,sn_euclid_only_0341_jwst2.png
342,1499977809024352136,149.997781,2.435214,23.83,B7,sn_euclid_only_0342_jwst1.png,sn_euclid_only_0342_jwst2.png
343,1500100188024665821,150.010019,2.466582,18.34,B2,sn_euclid_only_0343_jwst1.png,sn_euclid_only_0343_jwst2.png
344,1500698719024456978,150.069872,2.445698,24.63,B2,sn_euclid_only_0344_jwst1.png,sn_euclid_only_0344_jwst2.png
345,1503279521023835313,150.327952,2.383531,17.94,B4,sn_euclid_only_0345_jwst1.png,sn_euclid_only_0345_jwst2.png
346,1501497078024072113,150.149708,2.407211,16.66,B3,sn_euclid_only_0346_jwst1.png,sn_euclid_only_0346_jwst2.png
347,1502928326023970201,150.292833,2.397020,18.87,B4,sn_euclid_only_0347_jwst1.png,sn_euclid_only_0347_jwst2.png
348,1500423207025017061,150.042321,2.501706,17.98,B2,sn_euclid_only_0348_jwst1.png,sn_euclid_only_0348_jwst2.png
349,1500915570024355902,150.091557,2.435590,25.19,B2,sn_euclid_only_0349_jwst1.png,sn_euclid_only_0349_jwst2.png
350,1501543277024373302,150.154328,2.437330,16.34,B3,sn_euclid_only_0350_jwst1.png,sn_euclid_only_0350_jwst2.png
351,1500346577025440348,150.034658,2.544035,20.29,B1,sn_euclid_only_0351_jwst1.png,sn_euclid_only_0351_jwst2.png
352,1503913811024781247,150.391381,2.478125,18.65,B4,sn_euclid_only_0352_jwst1.png,sn_euclid_only_0352_jwst2.png
353,1502475280023897137,150.247528,2.389714,15.73,B3,sn_euclid_only_0353_jwst1.png,sn_euclid_only_0353_jwst2.png
354,1502844727024339268,150.284473,2.433927,22.80,B3,sn_euclid_only_0354_jwst1.png,sn_euclid_only_0354_jwst2.png
355,1502695095024035713,150.269510,2.403571,22.79,B3,sn_euclid_only_0355_jwst1.png,sn_euclid_only_0355_jwst2.png
356,1503068872024583021,150.306887,2.458302,15.47,B3,sn_euclid_only_0356_jwst1.png,sn_euclid_only_0356_jwst2.png
357,1503242368023859062,150.324237,2.385906,19.27,B4,sn_euclid_only_0357_jwst1.png,sn_euclid_only_0357_jwst2.png
358,1503539663023878025,150.353966,2.387803,18.68,B4,sn_euclid_only_0358_jwst1.png,sn_euclid_only_0358_jwst2.png
359,1502776691024847493,150.277669,2.484749,17.61,B3,sn_euclid_only_0359_jwst1.png,sn_euclid_only_0359_jwst2.png
360,1502575480023878760,150.257548,2.387876,18.51,B3,sn_euclid_only_0360_jwst1.png,sn_euclid_only_0360_jwst2.png
361,1504327385024114693,150.432739,2.411469,18.43,B4,sn_euclid_only_0361_jwst1.png,sn_euclid_only_0361_jwst2.png
362,1502708116024791058,150.270812,2.479106,19.81,B3,sn_euclid_only_0362_jwst1.png,sn_euclid_only_0362_jwst2.png
363,1501978374019913302,150.197837,1.991330,15.41,A4,sn_euclid_only_0363_jwst1.png,sn_euclid_only_0363_jwst2.png
364,1501431048019320657,150.143105,1.932066,18.42,A9,sn_euclid_only_0364_jwst1.png,sn_euclid_only_0364_jwst2.png
365,1501829170019066589,150.182917,1.906659,23.06,A9,sn_euclid_only_0365_jwst1.png,sn_euclid_only_0365_jwst2.png
366,1499654378019254575,149.965438,1.925458,18.20,A7,sn_euclid_only_0366_jwst1.png,sn_euclid_only_0366_jwst2.png
367,1500640028021013582,150.064003,2.101358,16.00,A3,sn_euclid_only_0367_jwst1.png,sn_euclid_only_0367_jwst2.png
368,1499967558018845745,149.996756,1.884575,19.87,A8,sn_euclid_only_0368_jwst1.png,sn_euclid_only_0368_jwst2.png
369,1501339995019086519,150.134000,1.908652,16.01,A9,sn_euclid_only_0369_jwst1.png,sn_euclid_only_0369_jwst2.png
370,1500800599018867758,150.080060,1.886776,16.72,A8,sn_euclid_only_0370_jwst1.png,sn_euclid_only_0370_jwst2.png
371,1499694991020313572,149.969499,2.031357,18.57,A7,sn_euclid_only_0371_jwst1.png,sn_euclid_only_0371_jwst2.png
372,1500611831018825745,150.061183,1.882575,18.45,A8,sn_euclid_only_0372_jwst1.png,sn_euclid_only_0372_jwst2.png
373,1500576670021040022,150.057667,2.104002,17.71,A3,sn_euclid_only_0373_jwst1.png,sn_euclid_only_0373_jwst2.png
374,1501072431019009804,150.107243,1.900980,19.31,A8,sn_euclid_only_0374_jwst1.png,sn_euclid_only_0374_jwst2.png
375,1501939625020422145,150.193963,2.042215,22.46,A4,sn_euclid_only_0375_jwst1.png,sn_euclid_only_0375_jwst2.png
376,1501032368020419465,150.103237,2.041947,17.78,A3,sn_euclid_only_0376_jwst1.png,sn_euclid_only_0376_jwst2.png
377,1499638697019024936,149.963870,1.902494,16.61,A8,sn_euclid_only_0377_jwst1.png,sn_euclid_only_0377_jwst2.png
378,1500481135020424329,150.048114,2.042433,17.89,A3,sn_euclid_only_0378_jwst1.png,sn_euclid_only_0378_jwst2.png
379,1501048142020902510,150.104814,2.090251,15.50,A3,sn_euclid_only_0379_jwst1.png,sn_euclid_only_0379_jwst2.png
380,1499770730020413861,149.977073,2.041386,16.54,A7,sn_euclid_only_0380_jwst1.png,sn_euclid_only_0380_jwst2.png
381,1501594334020548631,150.159433,2.054863,17.20,A3,sn_euclid_only_0381_jwst1.png,sn_euclid_only_0381_jwst2.png
382,1501051538020856255,150.105154,2.085626,15.72,A3,sn_euclid_only_0382_jwst1.png,sn_euclid_only_0382_jwst2.png
383,1500649453020727911,150.064945,2.072791,20.28,A3,sn_euclid_only_0383_jwst1.png,sn_euclid_only_0383_jwst2.png
384,1503057095018295620,150.305710,1.829562,16.06,A10,sn_euclid_only_0384_jwst1.png,sn_euclid_only_0384_jwst2.png
385,1502509165018118630,150.250917,1.811863,18.22,A10,sn_euclid_only_0385_jwst1.png,sn_euclid_only_0385_jwst2.png
386,1502750772018197071,150.275077,1.819707,19.00,A10,sn_euclid_only_0386_jwst1.png,sn_euclid_only_0386_jwst2.png
387,1503230459018725429,150.323046,1.872543,18.37,A10,sn_euclid_only_0387_jwst1.png,sn_euclid_only_0387_jwst2.png
388,1501818400018422102,150.181840,1.842210,15.91,A9,sn_euclid_only_0388_jwst1.png,sn_euclid_only_0388_jwst2.png
389,1502072535018645412,150.207254,1.864541,18.10,A9,sn_euclid_only_0389_jwst1.png,sn_euclid_only_0389_jwst2.png
390,1502254988018507799,150.225499,1.850780,18.05,A9,sn_euclid_only_0390_jwst1.png,sn_euclid_only_0390_jwst2.png
391,1502918310017833099,150.291831,1.783310,21.14,A10,sn_euclid_only_0391_jwst1.png,sn_euclid_only_0391_jwst2.png
392,1502120508018043281,150.212051,1.804328,18.71,A10,sn_euclid_only_0392_jwst1.png,sn_euclid_only_0392_jwst2.png
393,1500426691018721124,150.042669,1.872112,24.18,A8,sn_euclid_only_0393_jwst1.png,sn_euclid_only_0393_jwst2.png
394,1501635367018576450,150.163537,1.857645,17.30,A9,sn_euclid_only_0394_jwst1.png,sn_euclid_only_0394_jwst2.png
395,1497985352019560942,149.798535,1.956094,16.83,A6,sn_euclid_only_0395_jwst1.png,sn_euclid_only_0395_jwst2.png
396,1497350687020163938,149.735069,2.016394,18.93,A6,sn_euclid_only_0396_jwst1.png,sn_euclid_only_0396_jwst2.png
397,1498239715020117736,149.823972,2.011774,18.55,A6,sn_euclid_only_0397_jwst1.png,sn_euclid_only_0397_jwst2.png
398,1498335149020583012,149.833515,2.058301,18.84,A6,sn_euclid_only_0398_jwst1.png,sn_euclid_only_0398_jwst2.png
399,1499263698019363943,149.926370,1.936394,19.26,A7,sn_euclid_only_0399_jwst1.png,sn_euclid_only_0399_jwst2.png
400,1497564774019789466,149.756477,1.978947,20.10,A6,sn_euclid_only_0400_jwst1.png,sn_euclid_only_0400_jwst2.png
401,1497693009019859664,149.769301,1.985966,20.08,A6,sn_euclid_only_0401_jwst1.png,sn_euclid_only_0401_jwst2.png
402,1499330397020858659,149.933040,2.085866,18.56,A2,sn_euclid_only_0402_jwst1.png,sn_euclid_only_0402_jwst2.png
403,1499059577020257539,149.905958,2.025754,18.86,A7,sn_euclid_only_0403_jwst1.png,sn_euclid_only_0403_jwst2.png
404,1498613096019876044,149.861310,1.987604,21.76,A7,sn_euclid_only_0404_jwst1.png,sn_euclid_only_0404_jwst2.png
405,1498619410021544159,149.861941,2.154416,18.44,A1,sn_euclid_only_0405_jwst1.png,sn_euclid_only_0405_jwst2.png
406,1498551188022936931,149.855119,2.293693,18.37,A1,sn_euclid_only_0406_jwst1.png,sn_euclid_only_0406_jwst2.png
407,1499329376022674173,149.932938,2.267417,19.99,A1,sn_euclid_only_0407_jwst1.png,sn_euclid_only_0407_jwst2.png
408,1499142570022785541,149.914257,2.278554,17.95,A1,sn_euclid_only_0408_jwst1.png,sn_euclid_only_0408_jwst2.png
409,1499052551022661460,149.905255,2.266146,16.14,A1,sn_euclid_only_0409_jwst1.png,sn_euclid_only_0409_jwst2.png
410,1497801125021329426,149.780113,2.132943,18.99,A1,sn_euclid_only_0410_jwst1.png,sn_euclid_only_0410_jwst2.png
411,1499613002021537236,149.961300,2.153724,17.91,A2,sn_euclid_only_0411_jwst1.png,sn_euclid_only_0411_jwst2.png
412,1499138400022605370,149.913840,2.260537,17.67,A1,sn_euclid_only_0412_jwst1.png,sn_euclid_only_0412_jwst2.png
413,1499036741023027788,149.903674,2.302779,22.01,B6,sn_euclid_only_0413_jwst1.png,sn_euclid_only_0413_jwst2.png
414,1499428128022594524,149.942813,2.259452,18.39,A2,sn_euclid_only_0414_jwst1.png,sn_euclid_only_0414_jwst2.png
415,1498831093022832705,149.883109,2.283271,18.99,A1,sn_euclid_only_0415_jwst1.png,sn_euclid_only_0415_jwst2.png
416,1498515448023485031,149.851545,2.348503,20.32,B6,sn_euclid_only_0416_jwst1.png,sn_euclid_only_0416_jwst2.png
417,1498444809022171709,149.844481,2.217171,19.32,A1,sn_euclid_only_0417_jwst1.png,sn_euclid_only_0417_jwst2.png
418,1499443927023320932,149.944393,2.332093,18.00,B6,sn_euclid_only_0418_jwst1.png,sn_euclid_only_0418_jwst2.png
419,1498409382023399429,149.840938,2.339943,18.47,B6,sn_euclid_only_0419_jwst1.png,sn_euclid_only_0419_jwst2.png
420,1498382001023311259,149.838200,2.331126,17.02,B6,sn_euclid_only_0420_jwst1.png,sn_euclid_only_0420_jwst2.png
421,1499163801021483290,149.916380,2.148329,23.91,A2,sn_euclid_only_0421_jwst1.png,sn_euclid_only_0421_jwst2.png
422,1499197262023538035,149.919726,2.353804,17.88,B6,sn_euclid_only_0422_jwst1.png,sn_euclid_only_0422_jwst2.png
423,1498520944023150012,149.852094,2.315001,19.43,B6,sn_euclid_only_0423_jwst1.png,sn_euclid_only_0423_jwst2.png
424,1499461712022889587,149.946171,2.288959,19.53,B7,sn_euclid_only_0424_jwst1.png,sn_euclid_only_0424_jwst2.png
425,1498167487021991933,149.816749,2.199193,19.37,A1,sn_euclid_only_0425_jwst1.png,sn_euclid_only_0425_jwst2.png
426,1504749999023722488,150.475000,2.372249,16.19,B5,sn_euclid_only_0426_jwst1.png,sn_euclid_only_0426_jwst2.png
427,1504776031023506074,150.477603,2.350607,17.83,B5,sn_euclid_only_0427_jwst1.png,sn_euclid_only_0427_jwst2.png
428,1502750949018197094,150.275095,1.819709,19.15,A10,sn_euclid_only_0428_jwst1.png,sn_euclid_only_0428_jwst2.png
