seq,id,ra,dec,mag,tile,jwst1_png,jwst2_png
402,43,150.619948,2.093728,20.60,,,
403,61,150.626438,2.104269,21.49,,,
404,110,150.640638,2.131089,23.80,,,
405,139,150.653542,1.861834,21.21,,,
406,154,150.649204,1.816152,23.43,,,
407,270,150.637619,2.443065,24.26,,,
408,271,150.637436,2.442747,21.99,,,
409,303,150.629538,2.413432,23.25,,,
410,327,150.633337,2.447431,20.77,,,
411,362,150.647969,2.802278,23.95,,,
412,192,150.664756,1.640128,23.72,,,
413,137,150.666975,2.522780,19.02,,,
414,131,150.661325,1.926145,21.81,,,
415,25,150.649425,1.666440,21.95,,,
416,63,150.695496,2.610213,23.67,,,
417,328,150.648279,2.587202,23.12,,,
418,182,150.690852,1.722927,21.49,,,
419,179,150.684097,2.026564,22.26,,,
420,35,150.671903,1.773031,19.45,,,
421,108,150.699021,1.788937,18.56,,,
422,169,150.683079,1.764685,22.59,,,
423,86,150.675671,2.680761,22.18,,,
424,91,150.683232,2.409095,21.54,,,
425,270,150.725638,2.743679,20.81,,,
426,287,150.732418,2.159244,22.80,,,
427,294,150.734422,2.166962,22.04,,,
428,21,150.687698,2.499557,21.33,,,
429,156,150.714071,2.458070,23.61,,,
430,162,150.715874,2.465614,21.38,,,
431,58,150.730359,2.547661,21.76,,,
432,35,150.703359,2.256297,20.23,,,
433,337,150.702897,2.568203,24.13,,,
434,237,150.716493,1.703986,23.50,,,
435,305,150.728043,2.380509,24.19,,,
436,324,150.722174,2.360682,23.45,,,
437,265,149.495443,2.520352,24.43,,,
438,795,149.504571,1.729228,25.07,,,
439,994,149.503460,2.037743,24.89,,,
440,1645,149.490668,2.034027,25.57,,,
441,168,149.496483,1.876554,25.65,,,
442,2253,149.508402,1.631220,24.56,,,
443,1989,149.517607,2.534239,24.94,,,
444,582,149.534040,2.327609,25.48,,,
445,1194,149.550197,2.310650,25.00,,,
446,1052,149.550957,2.642176,24.65,,,
447,333,149.531490,1.739262,25.71,,,
448,529,149.534776,1.723365,25.50,,,
449,952,149.546781,1.724808,24.63,,,
450,1080,149.566478,1.821386,25.60,,,
451,1226,149.568439,2.759891,25.25,,,
452,356,149.596078,1.884260,25.15,,,
453,965,149.576338,1.851121,25.85,,,
454,1385,149.575983,1.896413,24.45,,,
455,911,149.562961,2.770494,24.91,,,
456,2394,149.548971,2.508292,25.62,,,
457,1116,149.584569,1.918560,25.38,,,
458,1235,149.586580,2.226899,24.20,,,
459,1654,149.614118,1.695560,25.90,,,
460,2108,149.622296,1.699544,25.06,,,
461,2133,149.626876,1.724584,24.53,,,
462,2357,149.625978,1.704726,25.56,,,
463,2065,149.584181,2.046612,25.86,,,
464,284,149.629134,2.660693,25.24,,,
465,1410,149.608064,2.385511,24.94,,,
466,2255,149.590255,2.414512,25.84,,,
467,64,149.645502,2.733817,25.69,,,
468,1733,149.609527,2.741116,24.73,,,
469,2346,149.592903,2.121603,25.14,,,
470,410,149.643338,2.455405,24.77,,,
471,1625,149.641199,2.494971,24.99,,,
472,2449,149.625861,2.503299,24.71,,,
473,908,149.656856,2.308973,25.89,,,
474,1341,149.645847,2.298329,25.63,,,
475,466,149.629474,1.698186,25.30,,,
476,1570,149.673246,1.721939,25.43,,,
477,1811,149.643348,2.668670,25.83,,,
478,265,149.686048,2.071593,25.71,,,
479,158,149.696055,2.728359,25.33,,,
480,303,149.694061,2.134118,25.22,,,
481,1394,149.668967,2.134887,25.56,,,
482,899,149.675656,2.424830,25.57,,,
483,912,149.676149,2.428846,24.66,,,
484,1285,149.671832,2.458856,24.50,,,
485,2017,149.653763,2.453641,24.57,,,
486,2198,149.646946,2.435636,26.00,,,
487,1729,149.674976,2.504234,24.23,,,
488,808,149.695630,2.576494,25.44,,,
489,3310,149.688087,2.350618,25.12,,,
490,1156,149.707744,2.639244,25.96,,,
491,1214,149.727694,2.359772,24.47,,,
492,1275,149.726053,2.356798,24.98,,,
493,1563,149.713662,1.778368,24.94,,,
494,1201,149.729616,1.836837,25.87,,,
495,1846,149.706974,2.743990,25.07,,,
496,1798,149.717972,2.476485,25.18,,,
497,1591,149.755473,1.957719,25.37,A6,sn_acs_only_0497_jwst1.png,sn_acs_only_0497_jwst2.png
498,1707,149.751176,2.250258,25.10,,,
499,1810,149.741290,2.606137,25.03,,,
500,735,149.782135,2.306707,25.51,A1,sn_acs_only_0500_jwst1.png,sn_acs_only_0500_jwst2.png
501,296,149.784348,1.716875,25.37,,,
502,2178,149.745187,2.666528,24.74,,,
503,957,149.784292,2.029725,24.79,A6,sn_acs_only_0503_jwst1.png,sn_acs_only_0503_jwst2.png
504,1095,149.775757,2.704932,24.59,,,
505,1620,149.772835,1.847880,24.80,,,
506,1426,149.788574,2.469982,24.90,,,
507,2302,149.769160,2.475457,25.73,,,
508,1645,149.806892,2.267941,25.17,A1,sn_acs_only_0508_jwst1.png,sn_acs_only_0508_jwst2.png
509,2026,149.800510,2.280757,25.72,A1,sn_acs_only_0509_jwst1.png,sn_acs_only_0509_jwst2.png
510,565,149.837504,2.628574,24.54,,,
511,1694,149.820754,2.363712,25.14,B6,sn_acs_only_0511_jwst1.png,sn_acs_only_0511_jwst2.png
512,2267,149.809422,2.373685,24.77,B6,sn_acs_only_0512_jwst1.png,sn_acs_only_0512_jwst2.png
513,2421,149.800329,2.343483,24.37,B6,sn_acs_only_0513_jwst1.png,sn_acs_only_0513_jwst2.png
514,2015,149.824092,2.072558,24.67,A6,sn_acs_only_0514_jwst1.png,sn_acs_only_0514_jwst2.png
515,1158,149.837438,2.396445,24.24,B6,sn_acs_only_0515_jwst1.png,sn_acs_only_0515_jwst2.png
516,799,149.856677,2.488633,25.97,B6,sn_acs_only_0516_jwst1.png,sn_acs_only_0516_jwst2.png
517,1345,149.860794,1.913951,25.91,A7,sn_acs_only_0517_jwst1.png,sn_acs_only_0517_jwst2.png
518,2179,149.845891,2.535718,24.83,,,
519,475,149.844954,1.663186,25.60,,,
520,593,149.847910,1.660995,24.68,,,
521,1298,149.861732,1.643118,24.59,,,
522,1502,149.864228,2.008266,25.58,A7,sn_acs_only_0522_jwst1.png,sn_acs_only_0522_jwst2.png
523,2472,149.843783,2.620339,24.97,,,
524,227,149.856865,1.775093,25.10,,,
525,2630,149.855107,2.354943,25.19,B6,sn_acs_only_0525_jwst1.png,sn_acs_only_0525_jwst2.png
526,1068,149.885711,1.796616,24.75,,,
527,1447,149.875955,1.790398,25.94,,,
528,1815,149.872757,1.832543,25.76,,,
529,1960,149.863956,1.808351,24.80,,,
530,814,149.910141,2.147798,24.60,A2,sn_acs_only_0530_jwst1.png,sn_acs_only_0530_jwst2.png
531,896,149.902099,2.114285,25.40,A2,sn_acs_only_0531_jwst1.png,sn_acs_only_0531_jwst2.png
532,795,149.911534,2.465662,25.70,B6,sn_acs_only_0532_jwst1.png,sn_acs_only_0532_jwst2.png
533,916,149.908392,2.466736,25.47,B6,sn_acs_only_0533_jwst1.png,sn_acs_only_0533_jwst2.png
534,1881,149.886722,2.485271,25.51,B6,sn_acs_only_0534_jwst1.png,sn_acs_only_0534_jwst2.png
535,1935,149.899802,1.905290,24.71,A7,sn_acs_only_0535_jwst1.png,sn_acs_only_0535_jwst2.png
536,518,149.888661,2.263622,24.12,A1,sn_acs_only_0536_jwst1.png,sn_acs_only_0536_jwst2.png
537,695,149.938026,2.272047,25.83,A1,sn_acs_only_0537_jwst1.png,sn_acs_only_0537_jwst2.png
538,1865,149.936123,1.687112,25.73,,,
539,802,149.937025,2.608924,24.78,B1,sn_acs_only_0539_jwst1.png,sn_acs_only_0539_jwst2.png
540,1807,149.930128,2.055575,25.77,A7,sn_acs_only_0540_jwst1.png,sn_acs_only_0540_jwst2.png
541,1824,149.931834,2.066412,25.95,A2,sn_acs_only_0541_jwst1.png,sn_acs_only_0541_jwst2.png
542,1765,149.928709,1.819126,24.29,,,
543,533,149.953793,2.717390,26.00,,,
544,1801,149.921827,2.719417,24.63,,,
545,870,149.934311,1.843277,25.50,,,
546,828,149.972494,2.507857,24.91,B1,sn_acs_only_0546_jwst1.png,sn_acs_only_0546_jwst2.png
547,1417,149.968136,1.655657,25.55,,,
548,836,149.978136,2.529777,25.88,B1,sn_acs_only_0548_jwst1.png,sn_acs_only_0548_jwst2.png
549,1686,149.969034,2.584340,25.22,B1,sn_acs_only_0549_jwst1.png,sn_acs_only_0549_jwst2.png
550,2575,149.941732,2.549790,25.23,B1,sn_acs_only_0550_jwst1.png,sn_acs_only_0550_jwst2.png
551,620,149.990993,1.981817,25.47,A8,sn_acs_only_0551_jwst1.png,sn_acs_only_0551_jwst2.png
552,667,149.984851,1.955183,25.94,A8,sn_acs_only_0552_jwst1.png,sn_acs_only_0552_jwst2.png
553,1163,149.980961,2.299659,25.85,B7,sn_acs_only_0553_jwst1.png,sn_acs_only_0553_jwst2.png
554,2485,149.950986,2.622269,25.76,B1,sn_acs_only_0554_jwst1.png,sn_acs_only_0554_jwst2.png
555,1241,149.991665,2.655774,25.31,B1,sn_acs_only_0555_jwst1.png,sn_acs_only_0555_jwst2.png
556,866,150.009373,2.407471,24.45,B7,sn_acs_only_0556_jwst1.png,sn_acs_only_0556_jwst2.png
557,1256,149.990100,1.788211,25.81,,,
558,941,149.997494,2.705078,24.84,,,
559,1845,149.989756,2.446972,25.77,B6,sn_acs_only_0559_jwst1.png,sn_acs_only_0559_jwst2.png
560,349,150.029621,1.864839,25.12,A8,sn_acs_only_0560_jwst1.png,sn_acs_only_0560_jwst2.png
561,1245,150.010265,1.853780,25.09,A8,sn_acs_only_0561_jwst1.png,sn_acs_only_0561_jwst2.png
562,1404,150.007471,1.851851,24.92,A8,sn_acs_only_0562_jwst1.png,sn_acs_only_0562_jwst2.png
563,1589,150.005126,1.853376,25.05,A8,sn_acs_only_0563_jwst1.png,sn_acs_only_0563_jwst2.png
564,1834,150.002333,1.921023,24.57,A8,sn_acs_only_0564_jwst1.png,sn_acs_only_0564_jwst2.png
565,964,150.022517,2.516043,24.79,B1,sn_acs_only_0565_jwst1.png,sn_acs_only_0565_jwst2.png
566,2126,150.003666,2.223376,24.49,A2,sn_acs_only_0566_jwst1.png,sn_acs_only_0566_jwst2.png
567,1017,150.037042,2.006348,25.93,A8,sn_acs_only_0567_jwst1.png,sn_acs_only_0567_jwst2.png
568,1912,150.043185,2.408091,25.37,B7,sn_acs_only_0568_jwst1.png,sn_acs_only_0568_jwst2.png
569,1323,150.048177,2.099137,25.86,A3,sn_acs_only_0569_jwst1.png,sn_acs_only_0569_jwst2.png
570,1836,150.043094,2.408203,25.18,B7,sn_acs_only_0570_jwst1.png,sn_acs_only_0570_jwst2.png
571,2703,150.022806,2.424620,24.76,B7,sn_acs_only_0571_jwst1.png,sn_acs_only_0571_jwst2.png
572,407,150.072611,2.746832,25.77,,,
573,1336,150.056466,1.819515,25.06,A8,sn_acs_only_0573_jwst1.png,sn_acs_only_0573_jwst2.png
574,2099,150.044320,1.860793,25.15,A8,sn_acs_only_0574_jwst1.png,sn_acs_only_0574_jwst2.png
575,437,150.030802,2.154282,24.91,A2,sn_acs_only_0575_jwst1.png,sn_acs_only_0575_jwst2.png
576,629,150.038244,2.166424,24.71,A2,sn_acs_only_0576_jwst1.png,sn_acs_only_0576_jwst2.png
577,2382,150.081092,2.148194,24.62,A3,sn_acs_only_0577_jwst1.png,sn_acs_only_0577_jwst2.png
578,2596,150.037633,1.888056,24.22,A8,sn_acs_only_0578_jwst1.png,sn_acs_only_0578_jwst2.png
579,1635,150.068330,2.194658,25.30,A3,sn_acs_only_0579_jwst1.png,sn_acs_only_0579_jwst2.png
580,1664,150.068663,2.192853,24.57,A3,sn_acs_only_0580_jwst1.png,sn_acs_only_0580_jwst2.png
581,2318,150.090915,2.203974,24.37,A3,sn_acs_only_0581_jwst1.png,sn_acs_only_0581_jwst2.png
582,1579,150.072499,1.948740,25.45,A8,sn_acs_only_0582_jwst1.png,sn_acs_only_0582_jwst2.png
583,1945,150.105677,2.018709,25.89,A3,sn_acs_only_0583_jwst1.png,sn_acs_only_0583_jwst2.png
584,824,150.097041,2.295620,24.53,B7,sn_acs_only_0584_jwst1.png,sn_acs_only_0584_jwst2.png
585,1539,150.085203,2.319790,25.90,B7,sn_acs_only_0585_jwst1.png,sn_acs_only_0585_jwst2.png
586,2693,150.057592,2.320968,24.25,B7,sn_acs_only_0586_jwst1.png,sn_acs_only_0586_jwst2.png
587,1539,150.095768,2.062827,24.90,A3,sn_acs_only_0587_jwst1.png,sn_acs_only_0587_jwst2.png
588,2359,150.077896,2.065291,25.00,A3,sn_acs_only_0588_jwst1.png,sn_acs_only_0588_jwst2.png
589,2200,150.078798,2.637787,25.33,B2,sn_acs_only_0589_jwst1.png,sn_acs_only_0589_jwst2.png
590,611,150.112453,2.682310,25.69,,,
591,906,150.110107,2.705373,25.10,,,
592,1414,150.102589,2.715096,24.69,,,
593,1246,150.107563,2.398418,25.30,B7,sn_acs_only_0593_jwst1.png,sn_acs_only_0593_jwst2.png
594,1199,150.117337,1.846038,25.03,A9,sn_acs_only_0594_jwst1.png,sn_acs_only_0594_jwst2.png
595,1673,150.126117,2.767503,25.47,,,
596,1306,150.112684,2.160506,25.17,A3,sn_acs_only_0596_jwst1.png,sn_acs_only_0596_jwst2.png
597,2096,150.130456,2.129322,24.64,A3,sn_acs_only_0597_jwst1.png,sn_acs_only_0597_jwst2.png
598,485,150.089837,2.481582,25.41,B2,sn_acs_only_0598_jwst1.png,sn_acs_only_0598_jwst2.png
599,1750,150.129274,2.198473,25.28,A3,sn_acs_only_0599_jwst1.png,sn_acs_only_0599_jwst2.png
600,1802,150.130824,2.196539,24.54,A3,sn_acs_only_0600_jwst1.png,sn_acs_only_0600_jwst2.png
601,742,150.112801,2.244593,25.02,B8,sn_acs_only_0601_jwst1.png,sn_acs_only_0601_jwst2.png
602,836,150.122026,2.603438,24.49,B2,sn_acs_only_0602_jwst1.png,sn_acs_only_0602_jwst2.png
603,1122,150.129977,2.607151,24.80,B2,sn_acs_only_0603_jwst1.png,sn_acs_only_0603_jwst2.png
604,401,150.124471,1.720151,24.39,,,
605,927,150.134185,1.691982,25.85,,,
606,1991,150.133614,2.027959,25.46,A3,sn_acs_only_0606_jwst1.png,sn_acs_only_0606_jwst2.png
607,2130,150.133807,2.348825,25.48,B8,sn_acs_only_0607_jwst1.png,sn_acs_only_0607_jwst2.png
608,1513,150.157931,2.111713,25.62,A3,sn_acs_only_0608_jwst1.png,sn_acs_only_0608_jwst2.png
609,1524,150.159785,2.426636,25.83,B3,sn_acs_only_0609_jwst1.png,sn_acs_only_0609_jwst2.png
610,538,150.181044,1.807042,25.47,A9,sn_acs_only_0610_jwst1.png,sn_acs_only_0610_jwst2.png
611,895,150.156027,2.726974,25.71,,,
612,1116,150.165433,2.740570,25.07,,,
613,933,150.186151,2.501966,25.41,B3,sn_acs_only_0613_jwst1.png,sn_acs_only_0613_jwst2.png
614,956,150.185700,2.500112,25.45,B3,sn_acs_only_0614_jwst1.png,sn_acs_only_0614_jwst2.png
615,1612,150.174663,2.522117,24.91,B2,sn_acs_only_0615_jwst1.png,sn_acs_only_0615_jwst2.png
616,726,150.188223,2.829184,25.36,,,
617,269,150.169772,1.703275,25.61,,,
618,876,150.232348,2.400854,24.70,B3,sn_acs_only_0618_jwst1.png,sn_acs_only_0618_jwst2.png
619,1083,150.224516,2.396080,25.71,B3,sn_acs_only_0619_jwst1.png,sn_acs_only_0619_jwst2.png
620,1435,150.217103,2.405569,25.56,B3,sn_acs_only_0620_jwst1.png,sn_acs_only_0620_jwst2.png
621,2009,150.200834,2.117411,25.15,A4,sn_acs_only_0621_jwst1.png,sn_acs_only_0621_jwst2.png
622,1725,150.222642,2.457625,25.42,B3,sn_acs_only_0622_jwst1.png,sn_acs_only_0622_jwst2.png
623,1877,150.230690,1.663637,24.88,,,
624,941,150.218309,2.540223,25.61,B3,sn_acs_only_0624_jwst1.png,sn_acs_only_0624_jwst2.png
625,1694,150.240438,2.572231,25.22,B3,sn_acs_only_0625_jwst1.png,sn_acs_only_0625_jwst2.png
626,2204,150.258003,2.580741,24.33,,,
627,1778,150.239980,1.978961,24.68,A4,sn_acs_only_0627_jwst1.png,sn_acs_only_0627_jwst2.png
628,2274,150.236105,2.607012,25.06,,,
629,1823,150.265201,2.411287,24.43,B3,sn_acs_only_0629_jwst1.png,sn_acs_only_0629_jwst2.png
630,624,150.283673,1.789901,25.46,A10,sn_acs_only_0630_jwst1.png,sn_acs_only_0630_jwst2.png
631,2089,150.256386,2.429370,25.80,B3,sn_acs_only_0631_jwst1.png,sn_acs_only_0631_jwst2.png
632,1876,150.275192,2.527505,25.21,B3,sn_acs_only_0632_jwst1.png,sn_acs_only_0632_jwst2.png
633,1375,150.281756,2.219381,24.91,B9,sn_acs_only_0633_jwst1.png,sn_acs_only_0633_jwst2.png
634,676,150.303774,1.638978,25.80,,,
635,1413,150.312307,2.307766,25.80,B9,sn_acs_only_0635_jwst1.png,sn_acs_only_0635_jwst2.png
636,2381,150.290729,2.284074,25.72,B9,sn_acs_only_0636_jwst1.png,sn_acs_only_0636_jwst2.png
637,1086,150.309739,1.989387,24.97,A5,sn_acs_only_0637_jwst1.png,sn_acs_only_0637_jwst2.png
638,1099,150.312966,2.010287,25.75,A5,sn_acs_only_0638_jwst1.png,sn_acs_only_0638_jwst2.png
639,1969,150.307841,2.414729,24.45,B4,sn_acs_only_0639_jwst1.png,sn_acs_only_0639_jwst2.png
640,1869,150.325760,2.824695,25.60,,,
641,1457,150.340535,1.631747,24.99,,,
642,499,150.382711,2.019868,24.55,A5,sn_acs_only_0642_jwst1.png,sn_acs_only_0642_jwst2.png
643,2211,150.336461,2.574155,25.33,,,
644,1404,150.360320,2.041086,24.28,A5,sn_acs_only_0644_jwst1.png,sn_acs_only_0644_jwst2.png
645,670,150.402549,1.851505,25.38,,,
646,1458,150.376909,2.413721,25.87,B4,sn_acs_only_0646_jwst1.png,sn_acs_only_0646_jwst2.png
647,990,150.373273,2.739267,25.27,,,
648,1771,150.398182,2.768083,24.90,,,
649,1599,150.402959,2.576163,25.61,,,
650,1972,150.411870,2.018486,25.96,A5,sn_acs_only_0650_jwst1.png,sn_acs_only_0650_jwst2.png
651,996,150.413178,2.279917,24.71,B10,sn_acs_only_0651_jwst1.png,sn_acs_only_0651_jwst2.png
652,1373,150.410568,2.305347,25.69,B10,sn_acs_only_0652_jwst1.png,sn_acs_only_0652_jwst2.png
653,1533,150.411339,2.309092,24.82,B10,sn_acs_only_0653_jwst1.png,sn_acs_only_0653_jwst2.png
654,1039,150.434369,2.392136,24.66,B4,sn_acs_only_0654_jwst1.png,sn_acs_only_0654_jwst2.png
655,2000,150.413169,1.763005,25.44,,,
656,2489,150.409026,2.440747,24.56,B4,sn_acs_only_0656_jwst1.png,sn_acs_only_0656_jwst2.png
657,2573,150.421429,1.886014,25.43,,,
658,1153,150.434990,2.791864,24.74,,,
659,1710,150.444357,1.631043,24.71,,,
660,359,150.482785,2.612026,24.63,,,
661,2066,150.457567,2.045148,25.04,A5,sn_acs_only_0661_jwst1.png,sn_acs_only_0661_jwst2.png
662,1766,150.463016,2.344825,25.63,B5,sn_acs_only_0662_jwst1.png,sn_acs_only_0662_jwst2.png
663,2433,150.445663,2.335007,25.27,B5,sn_acs_only_0663_jwst1.png,sn_acs_only_0663_jwst2.png
664,2551,150.449219,2.370109,25.64,B5,sn_acs_only_0664_jwst1.png,sn_acs_only_0664_jwst2.png
665,707,150.489465,1.748123,24.68,,,
666,601,150.454373,2.667702,25.16,,,
667,2135,150.495627,2.704342,24.97,,,
668,2046,150.492280,2.064681,25.49,,,
669,684,150.501453,1.817144,25.20,,,
670,682,150.500727,2.404913,25.13,B5,sn_acs_only_0670_jwst1.png,sn_acs_only_0670_jwst2.png
671,1273,150.497747,2.151769,25.77,B10,sn_acs_only_0671_jwst1.png,sn_acs_only_0671_jwst2.png
672,1193,150.500561,2.466346,25.23,B5,sn_acs_only_0672_jwst1.png,sn_acs_only_0672_jwst2.png
673,399,150.516186,2.809573,25.44,,,
674,698,150.517519,1.911086,24.41,,,
675,628,150.513663,2.823715,25.20,,,
676,1218,150.519610,2.590791,24.57,,,
677,500,150.535288,1.978777,24.95,,,
678,895,150.526002,2.285613,25.37,B5,sn_acs_only_0678_jwst1.png,sn_acs_only_0678_jwst2.png
679,1413,150.511492,2.598269,24.15,,,
680,490,150.551736,2.368170,24.70,B5,sn_acs_only_0680_jwst1.png,sn_acs_only_0680_jwst2.png
681,1860,150.512608,2.335262,25.58,B5,sn_acs_only_0681_jwst1.png,sn_acs_only_0681_jwst2.png
682,459,150.539090,1.732926,24.51,,,
683,2124,150.513859,2.691347,25.35,,,
684,2333,150.506642,2.059041,24.97,,,
685,139,150.561314,1.806315,24.27,,,
686,2611,150.516599,2.755537,25.42,,,
687,2574,150.575755,1.883385,25.91,,,
688,2259,150.529598,2.778503,25.19,,,
689,2227,150.531174,2.163787,25.07,,,
690,911,150.556735,1.891440,24.47,,,
691,1442,150.549813,1.920973,25.13,,,
692,575,150.583065,2.259376,24.74,,,
693,246,150.585034,1.960141,25.14,,,
694,995,150.563252,1.942367,25.20,,,
695,1028,150.565420,1.957721,24.77,,,
696,1190,150.562360,1.959746,24.83,,,
697,1352,150.568675,2.288003,25.20,,,
698,1313,150.567141,1.991465,25.15,,,
699,765,150.575715,1.760248,25.52,,,
700,2228,150.554925,2.324667,24.72,B5,sn_acs_only_0700_jwst1.png,sn_acs_only_0700_jwst2.png
701,1310,150.597172,2.432866,24.92,B5,sn_acs_only_0701_jwst1.png,sn_acs_only_0701_jwst2.png
702,219,150.573346,1.848040,24.28,,,
703,869,150.605761,2.765047,24.40,,,
704,523,150.631185,1.953542,25.76,,,
705,1239,150.624472,2.621205,25.83,,,
706,185,150.611843,1.759482,25.61,,,
707,250,150.610084,2.050368,24.90,,,
708,590,150.618131,2.037879,24.61,,,
709,631,150.633328,2.718038,25.02,,,
710,655,150.630685,2.698732,24.38,,,
711,543,150.658455,2.416944,24.40,,,
712,483,150.674628,2.501143,25.96,,,
713,653,150.665693,2.475285,24.94,,,
714,1621,150.683368,1.890518,25.69,,,
715,647,150.669875,2.786511,24.58,,,
716,605,150.676649,2.527619,25.14,,,
717,482,150.656493,1.957094,24.73,,,
718,544,150.661299,1.972607,24.42,,,
719,2173,150.654115,2.619280,24.93,,,
720,1152,150.681475,1.981388,25.38,,,
721,1375,150.692974,2.320813,25.89,,,
722,2173,150.714299,2.056957,25.78,,,
723,177,150.662042,2.655626,25.88,,,
724,917,150.687709,2.671726,25.85,,,
725,938,150.684639,2.649242,25.45,,,
726,1025,150.694084,1.777627,24.09,,,
727,1566,150.705256,2.685005,25.29,,,
728,663,150.692593,2.748310,24.96,,,
729,330,150.692740,1.871168,25.53,,,
730,788,150.711505,1.886208,25.88,,,
731,1244,150.705927,2.510290,24.38,,,
732,1342,150.735557,2.255465,25.80,,,
733,1299,150.739274,2.639950,25.13,,,
734,2214,150.738237,2.761232,25.11,,,
