seq,id,ra,dec,mag,tile,jwst1_png,jwst2_png
233,508654,150.355135,2.384097,20.90,B4,sn_jwst_only_0233_jwst1.png,sn_jwst_only_0233_jwst2.png
234,508766,150.388083,2.375149,18.99,B4,sn_jwst_only_0234_jwst1.png,sn_jwst_only_0234_jwst2.png
235,509329,150.307872,2.408294,19.87,B4,sn_jwst_only_0235_jwst1.png,sn_jwst_only_0235_jwst2.png
236,513041,150.407906,2.394998,21.57,B4,sn_jwst_only_0236_jwst1.png,sn_jwst_only_0236_jwst2.png
237,513438,150.384986,2.406304,21.20,B4,sn_jwst_only_0237_jwst1.png,sn_jwst_only_0237_jwst2.png
238,514026,150.371867,2.415650,21.87,B4,sn_jwst_only_0238_jwst1.png,sn_jwst_only_0238_jwst2.png
239,514264,150.377722,2.412237,17.25,B4,sn_jwst_only_0239_jwst1.png,sn_jwst_only_0239_jwst2.png
240,514265,150.376994,2.411441,17.94,B4,sn_jwst_only_0240_jwst1.png,sn_jwst_only_0240_jwst2.png
241,516698,150.319211,2.453285,21.13,B4,sn_jwst_only_0241_jwst1.png,sn_jwst_only_0241_jwst2.png
242,517870,150.376310,2.440593,20.56,B4,sn_jwst_only_0242_jwst1.png,sn_jwst_only_0242_jwst2.png
243,519096,150.412437,2.435500,17.94,B4,sn_jwst_only_0243_jwst1.png,sn_jwst_only_0243_jwst2.png
244,519549,150.421718,2.436194,21.92,B4,sn_jwst_only_0244_jwst1.png,sn_jwst_only_0244_jwst2.png
245,520090,150.433831,2.434317,21.87,B4,sn_jwst_only_0245_jwst1.png,sn_jwst_only_0245_jwst2.png
246,520711,150.373765,2.459979,20.39,B4,sn_jwst_only_0246_jwst1.png,sn_jwst_only_0246_jwst2.png
247,520712,150.373726,2.460324,21.04,B4,sn_jwst_only_0247_jwst1.png,sn_jwst_only_0247_jwst2.png
248,521051,150.317093,2.483491,21.47,B3,sn_jwst_only_0248_jwst1.png,sn_jwst_only_0248_jwst2.png
249,522211,150.390096,2.464624,19.48,B4,sn_jwst_only_0249_jwst1.png,sn_jwst_only_0249_jwst2.png
250,522624,150.328963,2.490314,19.58,B4,sn_jwst_only_0250_jwst1.png,sn_jwst_only_0250_jwst2.png
251,542598,150.430096,2.308753,20.49,B5,sn_jwst_only_0251_jwst1.png,sn_jwst_only_0251_jwst2.png
252,542779,150.433368,2.308713,23.13,B5,sn_jwst_only_0252_jwst1.png,sn_jwst_only_0252_jwst2.png
253,551057,150.448875,2.366928,21.48,B5,sn_jwst_only_0253_jwst1.png,sn_jwst_only_0253_jwst2.png
254,551547,150.489556,2.357523,22.08,B5,sn_jwst_only_0254_jwst1.png,sn_jwst_only_0254_jwst2.png
255,552573,150.453078,2.379651,23.48,B5,sn_jwst_only_0255_jwst1.png,sn_jwst_only_0255_jwst2.png
256,552927,150.430584,2.391519,20.85,B4,sn_jwst_only_0256_jwst1.png,sn_jwst_only_0256_jwst2.png
257,557987,150.464821,2.417938,20.35,B5,sn_jwst_only_0257_jwst1.png,sn_jwst_only_0257_jwst2.png
258,560182,150.452800,2.442435,21.89,B4,sn_jwst_only_0258_jwst1.png,sn_jwst_only_0258_jwst2.png
259,560221,150.509321,2.421811,21.20,B5,sn_jwst_only_0259_jwst1.png,sn_jwst_only_0259_jwst2.png
260,560390,150.465308,2.439577,22.01,B5,sn_jwst_only_0260_jwst1.png,sn_jwst_only_0260_jwst2.png
261,575942,149.833675,2.308876,20.73,A1,sn_jwst_only_0261_jwst1.png,sn_jwst_only_0261_jwst2.png
262,578159,149.881114,2.308349,18.62,B6,sn_jwst_only_0262_jwst1.png,sn_jwst_only_0262_jwst2.png
263,581454,149.854634,2.338290,18.63,B6,sn_jwst_only_0263_jwst1.png,sn_jwst_only_0263_jwst2.png
264,582211,149.881603,2.318183,21.50,B6,sn_jwst_only_0264_jwst1.png,sn_jwst_only_0264_jwst2.png
265,584619,149.923679,2.333129,20.04,B6,sn_jwst_only_0265_jwst1.png,sn_jwst_only_0265_jwst2.png
266,584782,149.935877,2.329681,20.55,B6,sn_jwst_only_0266_jwst1.png,sn_jwst_only_0266_jwst2.png
267,588849,149.860727,2.381060,20.40,B6,sn_jwst_only_0267_jwst1.png,sn_jwst_only_0267_jwst2.png
268,591162,149.862111,2.395394,19.83,B6,sn_jwst_only_0268_jwst1.png,sn_jwst_only_0268_jwst2.png
269,591163,149.862025,2.395443,19.64,B6,sn_jwst_only_0269_jwst1.png,sn_jwst_only_0269_jwst2.png
270,594585,149.953318,2.386520,20.56,B6,sn_jwst_only_0270_jwst1.png,sn_jwst_only_0270_jwst2.png
271,596243,149.904495,2.413176,20.42,B6,sn_jwst_only_0271_jwst1.png,sn_jwst_only_0271_jwst2.png
272,596246,149.906836,2.414311,19.36,B6,sn_jwst_only_0272_jwst1.png,sn_jwst_only_0272_jwst2.png
273,596643,149.929224,2.408286,23.06,B6,sn_jwst_only_0273_jwst1.png,sn_jwst_only_0273_jwst2.png
274,598498,149.869827,2.442868,21.61,B6,sn_jwst_only_0274_jwst1.png,sn_jwst_only_0274_jwst2.png
275,599321,149.874191,2.449059,23.39,B6,sn_jwst_only_0275_jwst1.png,sn_jwst_only_0275_jwst2.png
276,600175,149.882968,2.449382,19.04,B6,sn_jwst_only_0276_jwst1.png,sn_jwst_only_0276_jwst2.png
277,600769,149.905548,2.446820,22.37,B6,sn_jwst_only_0277_jwst1.png,sn_jwst_only_0277_jwst2.png
278,601599,149.969796,2.430501,19.49,B6,sn_jwst_only_0278_jwst1.png,sn_jwst_only_0278_jwst2.png
279,602426,149.886750,2.464786,22.46,B6,sn_jwst_only_0279_jwst1.png,sn_jwst_only_0279_jwst2.png
280,619435,150.049796,2.230938,22.25,A2,sn_jwst_only_0280_jwst1.png,sn_jwst_only_0280_jwst2.png
281,619808,149.940524,2.272812,20.04,A2,sn_jwst_only_0281_jwst1.png,sn_jwst_only_0281_jwst2.png
282,620113,149.998396,2.255132,19.30,A2,sn_jwst_only_0282_jwst1.png,sn_jwst_only_0282_jwst2.png
283,622034,149.987206,2.273639,21.34,B7,sn_jwst_only_0283_jwst1.png,sn_jwst_only_0283_jwst2.png
284,624216,150.044851,2.266867,21.06,B7,sn_jwst_only_0284_jwst1.png,sn_jwst_only_0284_jwst2.png
285,625507,149.964825,2.303294,22.49,B7,sn_jwst_only_0285_jwst1.png,sn_jwst_only_0285_jwst2.png
286,625524,150.065739,2.267253,20.28,B7,sn_jwst_only_0286_jwst1.png,sn_jwst_only_0286_jwst2.png
287,628953,150.049901,2.293846,20.77,B7,sn_jwst_only_0287_jwst1.png,sn_jwst_only_0287_jwst2.png
288,631100,149.969891,2.335112,20.71,B7,sn_jwst_only_0288_jwst1.png,sn_jwst_only_0288_jwst2.png
289,632112,149.980345,2.335960,20.15,B7,sn_jwst_only_0289_jwst1.png,sn_jwst_only_0289_jwst2.png
290,636147,150.052378,2.336893,22.19,B7,sn_jwst_only_0290_jwst1.png,sn_jwst_only_0290_jwst2.png
291,636429,150.055295,2.338749,18.06,B7,sn_jwst_only_0291_jwst1.png,sn_jwst_only_0291_jwst2.png
292,638592,150.017549,2.366825,22.33,B7,sn_jwst_only_0292_jwst1.png,sn_jwst_only_0292_jwst2.png
293,640584,150.096549,2.350864,18.45,B7,sn_jwst_only_0293_jwst1.png,sn_jwst_only_0293_jwst2.png
294,640627,150.027588,2.374615,18.71,B7,sn_jwst_only_0294_jwst1.png,sn_jwst_only_0294_jwst2.png
295,641049,149.999050,2.389296,21.90,B7,sn_jwst_only_0295_jwst1.png,sn_jwst_only_0295_jwst2.png
296,641422,150.034643,2.379232,22.25,B7,sn_jwst_only_0296_jwst1.png,sn_jwst_only_0296_jwst2.png
297,643132,150.101062,2.357540,19.33,B7,sn_jwst_only_0297_jwst1.png,sn_jwst_only_0297_jwst2.png
298,645204,150.092986,2.385128,19.83,B7,sn_jwst_only_0298_jwst1.png,sn_jwst_only_0298_jwst2.png
299,645751,150.048229,2.405298,20.84,B7,sn_jwst_only_0299_jwst1.png,sn_jwst_only_0299_jwst2.png
300,646868,150.040185,2.415777,21.67,B7,sn_jwst_only_0300_jwst1.png,sn_jwst_only_0300_jwst2.png
301,647194,150.086392,2.401780,21.99,B7,sn_jwst_only_0301_jwst1.png,sn_jwst_only_0301_jwst2.png
302,647357,150.068488,2.409438,21.46,B7,sn_jwst_only_0302_jwst1.png,sn_jwst_only_0302_jwst2.png
303,647849,150.068615,2.412623,19.73,B7,sn_jwst_only_0303_jwst1.png,sn_jwst_only_0303_jwst2.png
304,648007,150.105781,2.397856,18.76,B7,sn_jwst_only_0304_jwst1.png,sn_jwst_only_0304_jwst2.png
305,648014,150.072365,2.411422,19.32,B7,sn_jwst_only_0305_jwst1.png,sn_jwst_only_0305_jwst2.png
306,648036,150.022401,2.425211,19.67,B7,sn_jwst_only_0306_jwst1.png,sn_jwst_only_0306_jwst2.png
307,648714,150.001993,2.443661,20.78,B7,sn_jwst_only_0307_jwst1.png,sn_jwst_only_0307_jwst2.png
308,649303,150.033427,2.436315,20.24,B2,sn_jwst_only_0308_jwst1.png,sn_jwst_only_0308_jwst2.png
309,649497,149.999718,2.450581,20.28,B1,sn_jwst_only_0309_jwst1.png,sn_jwst_only_0309_jwst2.png
310,650061,149.998784,2.455990,21.83,B1,sn_jwst_only_0310_jwst1.png,sn_jwst_only_0310_jwst2.png
311,650642,150.094820,2.425487,21.64,B2,sn_jwst_only_0311_jwst1.png,sn_jwst_only_0311_jwst2.png
312,665832,150.144815,2.219712,23.01,B8,sn_jwst_only_0312_jwst1.png,sn_jwst_only_0312_jwst2.png
313,666467,150.184009,2.207923,22.52,B8,sn_jwst_only_0313_jwst1.png,sn_jwst_only_0313_jwst2.png
314,666921,150.192706,2.208065,21.64,B8,sn_jwst_only_0314_jwst1.png,sn_jwst_only_0314_jwst2.png
315,667477,150.170461,2.218781,22.10,B8,sn_jwst_only_0315_jwst1.png,sn_jwst_only_0315_jwst2.png
316,674203,150.114657,2.285379,22.09,B8,sn_jwst_only_0316_jwst1.png,sn_jwst_only_0316_jwst2.png
317,675525,150.095564,2.299349,20.68,B7,sn_jwst_only_0317_jwst1.png,sn_jwst_only_0317_jwst2.png
318,675526,150.095614,2.297562,19.85,B7,sn_jwst_only_0318_jwst1.png,sn_jwst_only_0318_jwst2.png
319,675527,150.095991,2.299683,22.56,B7,sn_jwst_only_0319_jwst1.png,sn_jwst_only_0319_jwst2.png
320,676075,150.127625,2.293506,22.80,B8,sn_jwst_only_0320_jwst1.png,sn_jwst_only_0320_jwst2.png
321,676537,150.122765,2.298935,22.74,B8,sn_jwst_only_0321_jwst1.png,sn_jwst_only_0321_jwst2.png
322,680457,150.196298,2.299813,21.22,B8,sn_jwst_only_0322_jwst1.png,sn_jwst_only_0322_jwst2.png
323,684899,150.112368,2.354935,17.52,B7,sn_jwst_only_0323_jwst1.png,sn_jwst_only_0323_jwst2.png
324,684901,150.113003,2.359882,20.88,B7,sn_jwst_only_0324_jwst1.png,sn_jwst_only_0324_jwst2.png
325,686729,150.142588,2.364598,21.20,B8,sn_jwst_only_0325_jwst1.png,sn_jwst_only_0325_jwst2.png
326,690096,150.255040,2.343764,20.00,B8,sn_jwst_only_0326_jwst1.png,sn_jwst_only_0326_jwst2.png
327,690633,150.241619,2.352847,21.73,B8,sn_jwst_only_0327_jwst1.png,sn_jwst_only_0327_jwst2.png
328,691951,150.156129,2.394227,20.04,B3,sn_jwst_only_0328_jwst1.png,sn_jwst_only_0328_jwst2.png
329,692908,150.151076,2.403446,20.82,B3,sn_jwst_only_0329_jwst1.png,sn_jwst_only_0329_jwst2.png
330,708209,150.220894,2.182034,21.13,B9,sn_jwst_only_0330_jwst1.png,sn_jwst_only_0330_jwst2.png
331,708210,150.221309,2.182093,21.94,B9,sn_jwst_only_0331_jwst1.png,sn_jwst_only_0331_jwst2.png
332,711821,150.244104,2.199459,22.73,B9,sn_jwst_only_0332_jwst1.png,sn_jwst_only_0332_jwst2.png
333,711822,150.244287,2.199496,21.36,B9,sn_jwst_only_0333_jwst1.png,sn_jwst_only_0333_jwst2.png
334,712901,150.239937,2.206564,20.63,B9,sn_jwst_only_0334_jwst1.png,sn_jwst_only_0334_jwst2.png
335,712947,150.306563,2.171623,19.31,B9,sn_jwst_only_0335_jwst1.png,sn_jwst_only_0335_jwst2.png
336,715157,150.344455,2.187113,20.65,B9,sn_jwst_only_0336_jwst1.png,sn_jwst_only_0336_jwst2.png
337,720572,150.252183,2.256600,20.76,B9,sn_jwst_only_0337_jwst1.png,sn_jwst_only_0337_jwst2.png
338,723609,150.253275,2.277761,19.03,B9,sn_jwst_only_0338_jwst1.png,sn_jwst_only_0338_jwst2.png
339,724143,150.363768,2.233733,19.50,B9,sn_jwst_only_0339_jwst1.png,sn_jwst_only_0339_jwst2.png
340,726580,150.367661,2.252341,19.77,B9,sn_jwst_only_0340_jwst1.png,sn_jwst_only_0340_jwst2.png
341,729053,150.319710,2.286648,15.39,B9,sn_jwst_only_0341_jwst1.png,sn_jwst_only_0341_jwst2.png
342,731335,150.377779,2.285148,21.67,B9,sn_jwst_only_0342_jwst1.png,sn_jwst_only_0342_jwst2.png
343,731615,150.375854,2.285625,20.44,B9,sn_jwst_only_0343_jwst1.png,sn_jwst_only_0343_jwst2.png
344,732171,150.318543,2.311660,20.86,B9,sn_jwst_only_0344_jwst1.png,sn_jwst_only_0344_jwst2.png
345,732744,150.330949,2.310831,21.91,B9,sn_jwst_only_0345_jwst1.png,sn_jwst_only_0345_jwst2.png
346,734958,150.303650,2.333297,21.50,B9,sn_jwst_only_0346_jwst1.png,sn_jwst_only_0346_jwst2.png
347,751221,150.393055,2.119610,18.61,B10,sn_jwst_only_0347_jwst1.png,sn_jwst_only_0347_jwst2.png
348,756974,150.410001,2.159251,20.00,B10,sn_jwst_only_0348_jwst1.png,sn_jwst_only_0348_jwst2.png
349,765826,150.417629,2.226202,21.61,B10,sn_jwst_only_0349_jwst1.png,sn_jwst_only_0349_jwst2.png
350,767512,150.403890,2.247061,17.65,B10,sn_jwst_only_0350_jwst1.png,sn_jwst_only_0350_jwst2.png
351,771688,150.420233,2.277778,20.78,B10,sn_jwst_only_0351_jwst1.png,sn_jwst_only_0351_jwst2.png
352,771938,150.435497,2.274105,20.68,B10,sn_jwst_only_0352_jwst1.png,sn_jwst_only_0352_jwst2.png
353,773481,150.411037,2.293719,21.39,B10,sn_jwst_only_0353_jwst1.png,sn_jwst_only_0353_jwst2.png
354,773530,150.448689,2.279828,18.21,B10,sn_jwst_only_0354_jwst1.png,sn_jwst_only_0354_jwst2.png
